model,label,r2,mse,rmse,mae,seed
subset__flowability,Flowability,0.31213841881238236,8.35638044398534,2.8907404663831966,2.263044361695984,10
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,10
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,10
subset__flowability,Flowability,0.32032699628398453,8.256902772140936,2.873482690419578,2.274782576189042,20
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,20
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,20
subset__flowability,Flowability,0.274689512292669,8.81132271529183,2.9683872246207756,2.343301264938234,30
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,30
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,30
subset__flowability,Flowability,0.2623921154659923,8.960715746048027,2.9934454640176806,2.35589347695351,40
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,40
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,40
subset__flowability,Flowability,0.26864462380407883,8.884758111792552,2.980731137119306,2.3377354136718087,50
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,50
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,50
subset__flowability,Flowability,0.3544880656400631,7.8419022840777695,2.8003396729821493,2.228109860587872,60
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,60
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,60
subset__flowability,Flowability,0.33101814461662826,8.127023003748576,2.8507933989941425,2.2528668482868084,70
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,70
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,70
subset__flowability,Flowability,0.3226342448063272,8.228873518932419,2.868601317529576,2.279512572244512,80
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,80
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,80
subset__flowability,Flowability,0.2839299600413928,8.699066559441714,2.9494180035121698,2.327470963357127,90
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,90
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,90
subset__flowability,Flowability,0.2867969148421574,8.664237800740674,2.9435077375031096,2.3066648893445207,100
catboost,Flowability,0.11440045969302925,10.758569575940715,3.2800258498891,2.7091674588443877,100
mt_extra_trees,Flowability,-62.54706977042445,771.9917867564515,27.784740177954724,27.310624176927938,100
