r2,mse,rmse,mae,model,seed
-0.09792929925273003,35.69667356258296,5.974669326630802,4.427897978974631,lightgbm__hyperimpute,40
-0.07134259152216504,27.772697351905357,5.2699807733904835,4.169033901481208,hist_gbr__hyperimpute,40
-0.22379647828514465,32.90897392158785,5.736634372311682,4.442415410914893,xgboost__hyperimpute,40
-17.57733007051112,3806.2431974338488,61.69475826546246,38.73420759089365,hmlasso__hyperimpute,40
-0.026847170716780833,47.11039913631591,6.863701562299742,4.996760906169461,sst_xgb__hyperimpute,40
0.01458224382929052,27.029265331660906,5.198967717889861,4.116696122589419,erc_xgb__hyperimpute,40
-0.04301168458240584,55.91439667361767,7.47759297325133,5.056852973401669,lightgbm__knn_based_method_matimputer,40
0.0651449294077742,43.813386209669396,6.619168090452862,4.182174559870495,hist_gbr__knn_based_method_matimputer,40
-0.1126097703024394,69.65230072464763,8.345795391971196,5.026882951542554,xgboost__knn_based_method_matimputer,40
-15.55436828334443,3665.50156641774,60.54338581891287,37.39751578049294,hmlasso__knn_based_method_matimputer,40
0.16165753432503974,51.160348564906144,7.152646263090755,4.6799559362844,sst_xgb__knn_based_method_matimputer,40
0.01564550154292596,62.206015061559015,7.887078994251231,5.1182974607496865,erc_xgb__knn_based_method_matimputer,40
-2.446342642361041,73.574063177591,8.577532464385722,6.642833691948997,lightgbm__gain,40
-2.4502155841499778,73.444018432351,8.569948566493908,6.709639686175733,hist_gbr__gain,40
-2.6329677282994606,72.46642993093165,8.512721652381902,6.756775814159574,xgboost__gain,40
-15.672844331334089,3690.2769026055375,60.74764935868332,37.62016202277772,hmlasso__gain,40
-2.6466260343056254,100.85339896121718,10.042579298228976,7.631111803788031,sst_xgb__gain,40
-2.5622778686862953,73.6748047640302,8.583402866231445,6.774860186767284,erc_xgb__gain,40
0.26471612659746696,40.66891610441612,6.377218524122889,4.314834215965647,lightgbm__sinkhorn,40
0.26992471841116406,39.605499627064795,6.293290047905372,4.2082751981864215,hist_gbr__sinkhorn,40
0.3243932621487631,28.501409332487324,5.338671120465029,3.7364600821382976,xgboost__sinkhorn,40
-16.540557219476646,3736.955411712912,61.130642166698294,38.19780864199391,hmlasso__sinkhorn,40
0.19210170328838846,74.33666462746295,8.621871294995243,5.138516387994141,sst_xgb__sinkhorn,40
0.3502042818464441,27.840167032499384,5.276378211661801,3.634230818887892,erc_xgb__sinkhorn,40
0.033475571298965945,25.482363574348096,5.048005900783803,3.8355388673542827,lightgbm__mice_iterativeimputer,40
0.1088916361642153,37.26149955614438,6.104219815516507,4.283910324440564,hist_gbr__mice_iterativeimputer,40
-0.39642669708841793,60.3839566239051,7.7707114618872,5.264942888031914,xgboost__mice_iterativeimputer,40
-17.637973746905068,3803.9729367743194,61.676356383741734,38.692828606933304,hmlasso__mice_iterativeimputer,40
-0.027219370680358457,70.09176062504326,8.37208221561657,5.562227610611333,sst_xgb__mice_iterativeimputer,40
0.07026985940942365,50.2282705568897,7.08719059690719,4.840975848836146,erc_xgb__mice_iterativeimputer,40
-0.743099559139985,46.22155796130918,6.798643832508744,5.236082453927347,lightgbm__knn插补,40
-0.73446420776562,36.65400737263021,6.054255311153487,4.772375083749303,hist_gbr__knn插补,40
-0.7171086361162609,45.06357242302148,6.712940668814338,5.0332908789255315,xgboost__knn插补,40
-14.415984952233128,3630.3491744395683,60.25237899402453,36.291791122502815,hmlasso__knn插补,40
-0.7981292058274864,61.2199306203985,7.824316623220107,5.6385592770739,sst_xgb__knn插补,40
-0.7980531891991756,65.94413445873714,8.12059939036135,5.917659213999815,erc_xgb__knn插补,40
-1.2792023471949097,65.24150328096292,8.077221259874149,5.897700336338376,lightgbm__mida,40
-1.3232058996629916,101.04991359713834,10.052358608661867,7.061519864887845,hist_gbr__mida,40
-1.3686667377707598,96.57575420220581,9.827296383146578,7.071549699138298,xgboost__mida,40
-16.502103886395368,4109.394744230457,64.10456102517556,38.77380598386155,hmlasso__mida,40
-1.443725223928961,144.14417347806136,12.006005725388496,7.613666273797628,sst_xgb__mida,40
-1.3273633888382688,97.26801873694552,9.862455005572675,6.960980159608481,erc_xgb__mida,40
-1.7751016381362064,70.08550347718578,8.371708516019044,6.512285267204696,lightgbm__miwae,40
-1.758435562837024,61.50960736533208,7.842806089999426,6.279766196505677,hist_gbr__miwae,40
-1.7560260536633596,52.28245047725261,7.23066044544014,5.9393401942978725,xgboost__miwae,40
-15.584578864898857,3823.06032034713,61.83090101516498,37.706099747757484,hmlasso__miwae,40
-1.5924950824483255,82.02607083760705,9.056824544927823,6.796051504429155,sst_xgb__miwae,40
-1.5216952565626036,53.881981043017916,7.340434663084872,5.85543788488363,erc_xgb__miwae,40
-0.028956808419993096,51.557881242880946,7.180381692005025,5.212700005351793,lightgbm__softimpute,40
0.06469519609951319,50.255285542874546,7.089096243025238,5.084160387825194,hist_gbr__softimpute,40
-0.00027015358937437783,39.051429670406065,6.249114310876867,4.771195254882979,xgboost__softimpute,40
-17.775177169633835,3893.2489478485236,62.39590489646355,39.377689141836726,hmlasso__softimpute,40
-0.019224124788651237,56.39348049946316,7.5095592746487565,5.4532627333435135,sst_xgb__softimpute,40
0.12260810134222666,36.66777509095043,6.055392232626259,4.62226884195335,erc_xgb__softimpute,40
-2.657701914410265,78.7115800548676,8.871954691885414,7.197089556484688,lightgbm__低秩矩阵,40
-2.5331690915344858,68.6477692876472,8.2853949385438,6.696385458469553,hist_gbr__低秩矩阵,40
-2.5319649016193244,69.49822814480257,8.336559730776393,6.71824848543617,xgboost__低秩矩阵,40
