model,label,r2,mse,rmse,mae,seed
erc_xgb__vae_miwae,Flowability,0.16937619642262625,10.090705308092344,3.1765870534415304,2.766820002844976,40
lightgbm__h_vae,Flowability,-0.015967033790901253,12.342318985523402,3.5131636718950916,3.0542591278797717,40
hist_gbr__h_vae,Flowability,-0.04022920051990653,12.637064180091365,3.5548648610167115,3.0873484628705476,40
xgboost__h_vae,Flowability,-0.029224102320106082,12.50337044010639,3.5360105260174763,3.0729492277021278,40
hmlasso__h_vae,Flowability,-2.226234527020944,39.19341310320213,6.260464288150052,5.235665537198016,40
sst_xgb__h_vae,Flowability,-0.02820487035295005,12.490988457580892,3.5342592516085873,3.071365576789717,40
erc_xgb__h_vae,Flowability,-0.02884716326690051,12.498791254091463,3.5353629593142855,3.0721216376131992,40
lightgbm__hver,Flowability,-0.03302856841386714,12.549588410313161,3.5425398248027022,3.0788810546949756,40
hist_gbr__hver,Flowability,-0.0444443973160078,12.68827184895648,3.5620600568991647,3.096347113782408,40
xgboost__hver,Flowability,-0.03409149747146034,12.562501240209665,3.5443618946447417,3.076530640468086,40
hmlasso__hver,Flowability,-2.22507449019036,39.17932057448631,6.259338669099661,5.234196495754534,40
sst_xgb__hver,Flowability,-0.03283389344013021,12.547223431387225,3.542206011991288,3.0746866765783016,40
erc_xgb__hver,Flowability,-0.03308580032343378,12.550283683349125,3.5426379554435314,3.0741307385610175,40
lightgbm__hmc_vae,Flowability,-0.03992053907334836,12.633314454061635,3.5543374142112105,3.0721036151754135,40
hist_gbr__hmc_vae,Flowability,-0.05075824922704242,12.764974706157046,3.5728104772233644,3.0933647404185303,40
xgboost__hmc_vae,Flowability,-0.040003420422761504,12.634321325365905,3.5544790511924393,3.0787077234468083,40
hmlasso__hmc_vae,Flowability,-2.222489068864783,39.14791198183427,6.256829227478905,5.231078468913119,40
sst_xgb__hmc_vae,Flowability,-0.04103670387450231,12.646874010187046,3.5562443687388874,3.080302306626688,40
erc_xgb__hmc_vae,Flowability,-0.04096646553761096,12.646020730572559,3.556124397510942,3.0798367444690915,40
lightgbm__hh_vaem,Flowability,-0.038859079370855865,12.620419474399199,3.552522973099428,3.0823437821479724,40
hist_gbr__hh_vaem,Flowability,-0.03322990780074142,12.552034350835344,3.5428850321221748,3.075392930184556,40
xgboost__hh_vaem,Flowability,-0.035175183678616495,12.575666235139693,3.546218582538264,3.076023497914894,40
hmlasso__hh_vaem,Flowability,-2.223795736462605,39.16378583183528,6.258097620829774,5.2326756800505745,40
sst_xgb__hh_vaem,Flowability,-0.04503571695729769,12.695455404517308,3.563068257066837,3.0864030626834533,40
erc_xgb__hh_vaem,Flowability,-0.034279004327183005,12.564779138358254,3.544683221157887,3.074547091800253,40
lightgbm__gtmcc,Flowability,-0.14455749395610762,13.904480379611375,3.7288711937544012,3.266334852645433,40
hist_gbr__gtmcc,Flowability,-0.19318340537364542,14.49520477293906,3.8072568567065526,3.33824469515068,40
xgboost__gtmcc,Flowability,-0.22447856461834337,14.875389193549216,3.8568626101469077,3.334527907659574,40
hmlasso__gtmcc,Flowability,-2.758668666146995,45.66160721315862,6.757337287212961,5.7654678666844505,40
sst_xgb__gtmcc,Flowability,-0.15793738432934767,14.067023916444136,3.7506031403554463,3.2869510165528877,40
erc_xgb__gtmcc,Flowability,-0.17494643709249447,14.273655773445476,3.778049202094313,3.2781025434773494,40
