model,label,r2,mse,rmse,mae,seed
ridge__hmc_vae,Compressive strength,-0.08341363864194618,365.7085412901878,19.123507557197446,13.376801446808512,40
multitask_lasso__hmc_vae,Compressive strength,-0.11590219936769453,376.6751229611775,19.408120026452266,13.574318212765961,40
multitask_elasticnet__hmc_vae,Compressive strength,-0.10122182139067082,371.71973064924794,19.280034508507704,13.48327789361702,40
multioutput_gp__hmc_vae,Compressive strength,-0.001599917035400189,338.0921483271492,18.38728224418033,13.977437562333774,40
multioutput_svr__hmc_vae,Compressive strength,0.2709077899283583,246.10660148746626,15.687785104579495,10.43655492826507,40
gbdt__hmc_vae,Compressive strength,0.5681260543449291,145.7799542608037,12.07393698264173,10.322846698713118,40
multitask_gp__hmc_vae,Compressive strength,0.056345283929049694,318.5326244632641,17.84748230040484,12.191972191489361,40
random_forest__hh_vaem,Compressive strength,0.6854822551679575,106.16612304842782,10.303694630977173,8.239172118707753,40
ridge__hh_vaem,Compressive strength,-0.08237379524041888,365.3575399736274,19.11432813293806,13.376510617021273,40
multitask_lasso__hh_vaem,Compressive strength,-0.114863532043878,376.3245186321099,19.399085510201502,13.57419425531915,40
multitask_elasticnet__hh_vaem,Compressive strength,-0.10018463200397543,371.3696252009489,19.27095288772584,13.481968234042553,40
multioutput_gp__hh_vaem,Compressive strength,-0.0018033628678002511,338.16082189368456,18.389149569615356,13.978401950268033,40
multioutput_svr__hh_vaem,Compressive strength,0.27037653956164687,246.28592616064782,15.693499487388014,10.43901721770475,40
gbdt__hh_vaem,Compressive strength,0.6039090552420243,133.70132741476763,11.562929015382203,9.867933102529774,40
multitask_gp__hh_vaem,Compressive strength,0.05647898878334845,318.4874921098535,17.84621786569506,12.191704170212766,40
random_forest__gtmcc,Compressive strength,-1.2812951470774854,770.055951608537,27.749882010713794,22.909293030428493,40
ridge__gtmcc,Compressive strength,-6.42865546574015,2507.5582005120496,50.075524964917236,44.734454827838476,40
multitask_lasso__gtmcc,Compressive strength,-8.881855964565286,3335.6411633980283,57.75500985540586,51.61779062346204,40
multitask_elasticnet__gtmcc,Compressive strength,-7.339876146306297,2815.1426484067747,53.057917867239894,47.454091761306564,40
multioutput_gp__gtmcc,Compressive strength,-36.438958397781704,12637.598766284049,112.41707506550794,92.66738570966005,40
multioutput_svr__gtmcc,Compressive strength,0.17840065295390395,277.3325791890815,16.653305353264905,13.288844695799126,40
gbdt__gtmcc,Compressive strength,0.23792492289616884,257.2400372867701,16.038704351872383,11.723499677842188,40
multitask_gp__gtmcc,Compressive strength,-6.196884481576428,2429.3234197147976,49.28816713689806,45.49818906382978,40
