model,label,r2,mse,rmse,mae,seed
lightgbm__missforest,Compressive strength,0.8274577044850912,58.24201297919196,7.631645496168697,6.07917421087751,10
hist_gbr__missforest,Compressive strength,0.7352336371590673,89.37243992851948,9.453699801057757,7.622170463207838,10
xgboost__missforest,Compressive strength,0.3400405921138452,222.7706794159581,14.92550432702219,11.212040468085105,10
hmlasso__missforest,Compressive strength,-41.7391327354868,14426.683707152515,120.11113065470875,118.9282480613045,10
sst_xgb__missforest,Compressive strength,-0.010859236629080948,341.21765103559693,18.47207760474162,15.58573212968542,10
erc_xgb__missforest,Compressive strength,0.6767702392417468,109.10688225842361,10.445423986532266,8.076905705878076,10
lightgbm__rfe_missforest,Compressive strength,0.6165089262577437,129.4482145820926,11.377531128592555,9.125409393329377,10
hist_gbr__rfe_missforest,Compressive strength,0.7448729339999076,86.11867510500701,9.280014822456213,7.673816122230396,10
xgboost__rfe_missforest,Compressive strength,0.617910011433693,128.97527534850312,11.356728197350817,9.226791957446808,10
hmlasso__rfe_missforest,Compressive strength,-41.672696786993676,14404.258113689335,120.01774082896802,118.79641100036399,10
sst_xgb__rfe_missforest,Compressive strength,0.4989677750809185,169.12447617349056,13.004786663897665,10.576618652343749,10
erc_xgb__rfe_missforest,Compressive strength,0.5976171690965342,135.8251667519902,11.654405465401922,9.730591030256123,10
lightgbm__hyperimpute,Compressive strength,0.747040102823198,85.3871427328573,9.240516367219815,6.930266257923663,10
hist_gbr__hyperimpute,Compressive strength,0.8410048168320178,53.66915685260764,7.325923617715902,5.735972295773896,10
xgboost__hyperimpute,Compressive strength,0.7984149195979456,68.04546580391023,8.248967559877432,6.390735063829785,10
hmlasso__hyperimpute,Compressive strength,-42.00982155000166,14518.055283039163,120.4908929464761,119.35423438869147,10
sst_xgb__hyperimpute,Compressive strength,0.7880949063337879,71.5290078808416,8.457482360658023,7.233840026855469,10
erc_xgb__hyperimpute,Compressive strength,0.8502667201030487,50.54278201846275,7.109344696838292,5.702678131752825,10
lightgbm__knn_based_method_matimputer,Compressive strength,0.5944576906641863,136.89165530956467,11.700070739511137,10.165993228754285,10
hist_gbr__knn_based_method_matimputer,Compressive strength,0.7266066258287652,92.28450565925317,9.606482481077721,7.4744349700971675,10
xgboost__knn_based_method_matimputer,Compressive strength,0.5134582861451971,164.23317383534638,12.815349149958669,9.470324893617024,10
hmlasso__knn_based_method_matimputer,Compressive strength,-41.057571914363784,14196.62142548706,119.14957585105815,117.79390321685338,10
