model,label,r2,mse,rmse,mae,seed
sst_xgb__堆叠,Porosity,-0.7113723193426795,18.254558534332425,4.272535375433704,3.728530123284523,40
erc_xgb__堆叠,Porosity,-0.749558274111007,18.661873610443706,4.319939074853221,3.956941936979903,40
lightgbm__vae,Porosity,-0.003492460634600958,10.703872941249555,3.271677389543406,2.0295502756757235,40
hist_gbr__vae,Porosity,-0.0012890753036871594,10.68037026679219,3.268083577081864,2.028121707226232,40
xgboost__vae,Porosity,-0.010007796544345693,10.773369554809925,3.282281151091406,2.0483635319148936,40
hmlasso__vae,Porosity,-8.633724637418597,102.75928172365437,10.137025289682095,9.581131916868697,40
sst_xgb__vae,Porosity,0.008839959814327725,10.572327696295824,3.251511601747074,2.0141355319733316,40
erc_xgb__vae,Porosity,-0.005281848517013854,10.722959662164076,3.27459305290964,2.035046119689942,40
lightgbm__vanilla,Porosity,-0.010401907340464867,10.777573384984958,3.282921471035358,2.012672041887419,40
hist_gbr__vanilla,Porosity,-0.00774381110920519,10.749220482057291,3.278600384624099,2.019257843792379,40
xgboost__vanilla,Porosity,-0.004092256630295221,10.710270737327185,3.2726549982127944,2.0023043297872336,40
hmlasso__vanilla,Porosity,-8.635039151837226,102.77330314969234,10.137716860797225,9.581954439866147,40
sst_xgb__vanilla,Porosity,-0.013381563303873412,10.809356243443897,3.2877585439694164,2.0397470993691296,40
erc_xgb__vanilla,Porosity,-0.02594906630325955,10.943409024676685,3.308082378762156,2.0370748339984437,40
lightgbm__vae_miwae,Porosity,-0.3507862484068771,14.408323869808482,3.7958297998999484,2.247061972197178,40
hist_gbr__vae_miwae,Porosity,-0.283201285057576,13.687420735197547,3.6996514342837146,2.1971006461430784,40
xgboost__vae_miwae,Porosity,-0.4815000372138387,15.802598208625376,3.9752481945943168,2.578881606382979,40
hmlasso__vae_miwae,Porosity,-3.9720344515001633,53.03480306639995,7.282499781421209,6.768530745143025,40
sst_xgb__vae_miwae,Porosity,-0.41999081909794134,15.146502740791158,3.8918508117335584,2.4496608328312006,40
erc_xgb__vae_miwae,Porosity,-0.4848223992329066,15.83803658241689,3.979703077167553,2.5310712432861333,40
lightgbm__h_vae,Porosity,-0.008464021754218232,10.756902695464536,3.2797717444152323,2.0200002309828764,40
hist_gbr__h_vae,Porosity,-0.007478374356627349,10.746389169033042,3.2781685693437184,2.0153928223420112,40
xgboost__h_vae,Porosity,-0.005825089864660349,10.728754211290997,3.27547770734148,2.003871893617021,40
hmlasso__h_vae,Porosity,-8.637081759308126,102.79509086778195,10.138791390879978,9.58320673900856,40
sst_xgb__h_vae,Porosity,-0.014134662309660095,10.81738926450419,3.2889799732598237,2.0436294263474486,40
erc_xgb__h_vae,Porosity,-0.007820137270933891,10.750034624235022,3.2787245422930886,2.011390940618854,40
lightgbm__hver,Porosity,-0.00901870511959868,10.762819292248833,3.2806736034309836,2.021059121086874,40
