Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),UPV Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",RH Device Brand & Model,RH Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Amini et al. (2016),C_34,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3332,,ASTM C805 (2013),Horizontal,10,22.9,Cylinder,,,,,,,15.37,15.37,15.37,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_35,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3430,,ASTM C805 (2013),Horizontal,10,22.9,Cylinder,,,,,,,16.42,16.42,16.42,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_36,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3557,,ASTM C805 (2013),Horizontal,10,23.0,Cylinder,,,,,,,20.00,20.00,20.00,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_37,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3569,,ASTM C805 (2013),Horizontal,10,23.0,Cylinder,,,,,,,22.09,22.09,22.09,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_38,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3619,,ASTM C805 (2013),Horizontal,10,23.0,Cylinder,,,,,,,22.84,22.84,22.84,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_39,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3517,,ASTM C805 (2013),Horizontal,10,24.0,Cylinder,,,,,,,12.69,12.69,12.69,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_40,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3644,,ASTM C805 (2013),Horizontal,10,23.9,Cylinder,,,,,,,13.58,13.58,13.58,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_41,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3422,,ASTM C805 (2013),Horizontal,10,24.0,Cylinder,,,,,,,20.90,20.90,20.90,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_42,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3451,,ASTM C805 (2013),Horizontal,10,24.0,Cylinder,,,,,,,21.34,21.34,21.34,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_43,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3494,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,17.46,17.46,17.46,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_44,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3521,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,17.91,17.91,17.91,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_45,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3436,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,18.21,18.21,18.21,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_46,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3399,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,22.39,22.39,22.39,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_47,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3791,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,25.67,25.67,25.67,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_48,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3486,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,27.31,27.31,27.31,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_49,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3517,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,29.10,29.10,29.10,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_50,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3493,,ASTM C805 (2013),Horizontal,10,25.0,Cylinder,,,,,,,30.30,30.30,30.30,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_51,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3467,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,11.49,11.49,11.49,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_53,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3382,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,15.07,15.07,15.07,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_54,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3511,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,15.37,15.37,15.37,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_55,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3384,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,18.36,18.36,18.36,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_56,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3571,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,24.33,24.33,24.33,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_57,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3561,,ASTM C805 (2013),Horizontal,10,26.0,Cylinder,,,,,,,30.15,30.15,30.15,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_58,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3534,,ASTM C805 (2013),Horizontal,10,27.0,Cylinder,,,,,,,23.58,23.58,23.58,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_59,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3640,,ASTM C805 (2013),Horizontal,10,26.9,Cylinder,,,,,,,29.85,29.85,29.85,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_60,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3806,,ASTM C805 (2013),Horizontal,10,28.0,Cylinder,,,,,,,30.00,30.00,30.00,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_61,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3424,,ASTM C805 (2013),Horizontal,10,28.0,Cylinder,,,,,,,13.88,13.88,13.88,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_62,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3528,,ASTM C805 (2013),Horizontal,10,28.0,Cylinder,,,,,,,21.04,21.04,21.04,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_64,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3455,,ASTM C805 (2013),Horizontal,10,28.0,Cylinder,,,,,,,23.58,23.58,23.58,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_65,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3596,,ASTM C805 (2013),Horizontal,10,29.0,Cylinder,,,,,,,20.45,20.45,20.45,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_66,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3625,,ASTM C805 (2013),Horizontal,10,29.0,Cylinder,,,,,,,22.39,22.39,22.39,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_68,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3959,,ASTM C805 (2013),Horizontal,10,29.0,Cylinder,,,,,,,30.30,30.30,30.30,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_69,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3812,,ASTM C805 (2013),Horizontal,10,29.0,Cylinder,,,,,,,32.84,32.84,32.84,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_70,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3445,,ASTM C805 (2013),Horizontal,10,30.0,Cylinder,,,,,,,18.51,18.51,18.51,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_71,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3798,,ASTM C805 (2013),Horizontal,10,30.0,Cylinder,,,,,,,32.84,32.84,32.84,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_72,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3825,,ASTM C805 (2013),Horizontal,10,31.0,Cylinder,,,,,,,33.43,33.43,33.43,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_73,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3758,,ASTM C805 (2013),Horizontal,10,32.0,Cylinder,,,,,,,33.43,33.43,33.43,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_74,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3744,,ASTM C805 (2013),Horizontal,10,31.0,Cylinder,,,,,,,25.82,25.82,25.82,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_75,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3673,,ASTM C805 (2013),Horizontal,10,32.0,Cylinder,,,,,,,25.37,25.37,25.37,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_76,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3507,,ASTM C805 (2013),Horizontal,10,32.0,Cylinder,,,,,,,22.54,22.54,22.54,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_77,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3891,,ASTM C805 (2013),Horizontal,10,35.0,Cylinder,,,,,,,25.52,25.52,25.52,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_78,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3864,,ASTM C805 (2013),Horizontal,10,36.0,Cylinder,,,,,,,33.28,33.28,33.28,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_79,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3989,,ASTM C805 (2013),Horizontal,10,39.0,Cylinder,,,,,,,31.79,31.79,31.79,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Amini et al. (2016),C_80,USA,Cylinder - Laboratory,,FALSE,,,,ASTM C597 (1989),Direct,3,3862,,ASTM C805 (2013),Horizontal,10,42.0,Cylinder,,,,,,,31.49,31.49,31.49,Cylinder dimensions not reported. Assumed to be 150 x 300 mm for normalization. 
Bamogo et al. (2016),SC_1,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4066,Original Schmidt Type N,,Horizontal,,25.8,Core,310.0,155.0,,,,,12.05,12.05,10.00,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_2,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4210,Original Schmidt Type N,,Horizontal,,29.3,Core,310.0,155.0,,,,,17.01,17.01,14.12,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_3,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4341,Original Schmidt Type N,,Horizontal,,29.7,Core,310.0,155.0,,,,,17.50,17.50,14.53,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_4,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4297,Original Schmidt Type N,,Horizontal,,32.1,Core,310.0,155.0,,,,,18.18,18.18,15.09,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_5,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4347,Original Schmidt Type N,,Horizontal,,30.4,Core,310.0,155.0,,,,,21.44,21.44,17.79,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_6,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4019,Original Schmidt Type N,,Horizontal,,32.1,Core,310.0,155.0,,,,,23.52,23.52,19.52,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_7,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4423,Original Schmidt Type N,,Horizontal,,32.1,Core,310.0,155.0,,,,,27.23,27.23,22.60,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_8,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4583,Original Schmidt Type N,,Horizontal,,33.2,Core,310.0,155.0,,,,,28.30,28.30,23.49,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_9,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4327,Original Schmidt Type N,,Horizontal,,33.1,Core,310.0,155.0,,,,,29.39,29.39,24.40,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_10,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4537,Original Schmidt Type N,,Horizontal,,33.4,Core,310.0,155.0,,,,,30.42,30.42,25.25,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_11,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4669,Original Schmidt Type N,,Horizontal,,34.0,Core,310.0,155.0,,,,,28.86,28.86,23.96,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_12,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4652,Original Schmidt Type N,,Horizontal,,35.4,Core,310.0,155.0,,,,,28.33,28.33,23.52,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_13,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4575,Original Schmidt Type N,,Horizontal,,32.9,Core,310.0,155.0,,,,,34.20,34.20,28.39,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_14,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4868,Original Schmidt Type N,,Horizontal,,33.8,Core,310.0,155.0,,,,,34.85,34.85,28.92,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),SC_15,Burkina Faso,Cylinder - In-situ,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4600,Original Schmidt Type N,,Horizontal,,34.1,Core,310.0,155.0,,,,,33.90,33.90,28.14,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_1,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4810,Original Schmidt Type N,,Horizontal,,30.0,Cylinder,310.0,155.0,,,,,27.41,27.41,27.41,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_2,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4829,Original Schmidt Type N,,Horizontal,,31.0,Cylinder,310.0,155.0,,,,,30.20,30.20,30.20,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_3,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4688,Original Schmidt Type N,,Horizontal,,32.0,Cylinder,310.0,155.0,,,,,27.39,27.39,27.39,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_4,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4743,Original Schmidt Type N,,Horizontal,,32.0,Cylinder,310.0,155.0,,,,,28.81,28.81,28.81,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_5,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4724,Original Schmidt Type N,,Horizontal,,32.0,Cylinder,310.0,155.0,,,,,31.60,31.60,31.60,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_6,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4924,Original Schmidt Type N,,Horizontal,,32.0,Cylinder,310.0,155.0,,,,,34.58,34.58,34.58,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_7,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4868,Original Schmidt Type N,,Horizontal,,33.0,Cylinder,310.0,155.0,,,,,34.41,34.41,34.41,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bamogo et al. (2016),LC_8,Burkina Faso,Cylinder - Laboratory,,FALSE,PROCEQ PUNDIT Lab+,,,,Direct,,4883,Original Schmidt Type N,,Horizontal,,33.0,Cylinder,310.0,155.0,,,,,33.74,33.74,33.74,Number of hammer tests not reported. Cylinder dimensions reported as ranging from 30/15 to 32/16.
Bhosale & Salunkhe (2016),M20_SC_1,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3880,,IS 13311: Part 2 (1992),Horizontal,12,20.6,Cylinder,200.0,100.0,20,0.50,M20,20,21.70,21.01,21.01,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_2,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3940,,IS 13311: Part 2 (1992),Horizontal,12,21.4,Cylinder,200.0,100.0,20,0.50,M20,20,22.40,21.69,21.69,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_3,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3880,,IS 13311: Part 2 (1992),Horizontal,12,20.3,Cylinder,200.0,100.0,20,0.50,M20,20,21.50,20.82,20.82,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_4,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3900,,IS 13311: Part 2 (1992),Horizontal,12,21.2,Cylinder,200.0,100.0,20,0.50,M20,20,21.80,21.11,21.11,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_5,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3900,,IS 13311: Part 2 (1992),Horizontal,12,20.9,Cylinder,200.0,100.0,20,0.50,M20,20,21.70,21.01,21.01,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_6,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3840,,IS 13311: Part 2 (1992),Horizontal,12,19.8,Cylinder,200.0,100.0,20,0.50,M20,20,21.10,20.43,20.43,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_7,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3950,,IS 13311: Part 2 (1992),Horizontal,12,22.0,Cylinder,200.0,100.0,20,0.50,M20,20,22.80,22.08,22.08,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_8,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4020,,IS 13311: Part 2 (1992),Horizontal,12,23.0,Cylinder,200.0,100.0,20,0.50,M20,20,23.70,22.95,22.95,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_9,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3920,,IS 13311: Part 2 (1992),Horizontal,12,21.5,Cylinder,200.0,100.0,20,0.50,M20,20,21.90,21.21,21.21,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_SC_10,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,3920,,IS 13311: Part 2 (1992),Horizontal,12,21.2,Cylinder,200.0,100.0,20,0.50,M20,20,22.10,21.40,21.40,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M20_CY_1,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4070,,IS 13311: Part 2 (1992),Horizontal,12,21.9,Cylinder,200.0,100.0,20,0.50,M20,20,22.50,21.79,21.79,
Bhosale & Salunkhe (2016),M20_CY_2,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4250,,IS 13311: Part 2 (1992),Horizontal,12,23.7,Cylinder,200.0,100.0,20,0.50,M20,20,24.60,23.82,23.82,
Bhosale & Salunkhe (2016),M20_CY_3,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4060,,IS 13311: Part 2 (1992),Horizontal,12,21.6,Cylinder,200.0,100.0,20,0.50,M20,20,21.90,21.21,21.21,
Bhosale & Salunkhe (2016),M20_CY_4,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4180,,IS 13311: Part 2 (1992),Horizontal,12,23.7,Cylinder,200.0,100.0,20,0.50,M20,20,24.40,23.63,23.63,
Bhosale & Salunkhe (2016),M20_CY_5,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4160,,IS 13311: Part 2 (1992),Horizontal,12,22.3,Cylinder,200.0,100.0,20,0.50,M20,20,23.20,22.47,22.47,
Bhosale & Salunkhe (2016),M25_SC_1,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4070,,IS 13311: Part 2 (1992),Horizontal,12,25.4,Cylinder,200.0,100.0,20,0.44,M25,25,25.80,24.99,24.99,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_2,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4060,,IS 13311: Part 2 (1992),Horizontal,12,25.1,Cylinder,200.0,100.0,20,0.44,M25,25,25.70,24.89,24.89,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_3,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4090,,IS 13311: Part 2 (1992),Horizontal,12,25.6,Cylinder,200.0,100.0,20,0.44,M25,25,25.90,25.08,25.08,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_4,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4080,,IS 13311: Part 2 (1992),Horizontal,12,25.6,Cylinder,200.0,100.0,20,0.44,M25,25,25.90,25.08,25.08,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_5,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4020,,IS 13311: Part 2 (1992),Horizontal,12,24.8,Cylinder,200.0,100.0,20,0.44,M25,25,25.50,24.69,24.69,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_6,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4100,,IS 13311: Part 2 (1992),Horizontal,12,25.8,Cylinder,200.0,100.0,20,0.44,M25,25,26.00,25.18,25.18,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_7,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4020,,IS 13311: Part 2 (1992),Horizontal,12,24.4,Cylinder,200.0,100.0,20,0.44,M25,25,25.50,24.69,24.69,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_8,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4100,,IS 13311: Part 2 (1992),Horizontal,12,25.7,Cylinder,200.0,100.0,20,0.44,M25,25,26.00,25.18,25.18,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_9,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4110,,IS 13311: Part 2 (1992),Horizontal,12,25.8,Cylinder,200.0,100.0,20,0.44,M25,25,26.10,25.28,25.28,Cores extracted from slab cast in laboratory.
Bhosale & Salunkhe (2016),M25_SC_10,India,Cylinder - Laboratory,28,FALSE,,,,IS 13311: Part 1 (1992),Direct,,4090,,IS 13311: Part 2 (1992),Horizontal,12,26.1,Cylinder,200.0,100.0,20,0.44,M25,25,26.20,25.37,25.37,Cores extracted from slab cast in laboratory.
