Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),UPV Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",RH Device Brand & Model,RH Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Hannachi & Guetteche (2012),EC_2F_2,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,3810,,EN 12504-2 (2001),,,26.0,Cylinder,320.0,160.0,,,,,37.50,37.88,37.88,
Hannachi & Guetteche (2012),EC_2F_3,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,3800,,EN 12504-2 (2001),,,26.0,Cylinder,320.0,160.0,,,,,36.50,36.87,36.87,
Hannachi & Guetteche (2012),EC_3F_1,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,3720,,EN 12504-2 (2001),,,22.0,Cylinder,320.0,160.0,,,,,35.00,35.35,35.35,
Hannachi & Guetteche (2012),EC_3F_2,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,3710,,EN 12504-2 (2001),,,22.0,Cylinder,320.0,160.0,,,,,37.00,37.37,37.37,
Hannachi & Guetteche (2012),EC_3F_3,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,3780,,EN 12504-2 (2001),,,23.0,Cylinder,320.0,160.0,,,,,36.00,36.36,36.36,
Hannachi & Guetteche (2012),EC_3F_4,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,4130,,EN 12504-2 (2001),,,30.0,Cylinder,320.0,160.0,,,,,25.50,25.76,25.76,
Hannachi & Guetteche (2012),EC_3F_5,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,4190,,EN 12504-2 (2001),,,30.0,Cylinder,320.0,160.0,,,,,27.00,27.27,27.27,
Hannachi & Guetteche (2012),EC_3F_6,Algeria,Cylinder - On-site,28,FALSE,,,,EN 12504-4 (2004),Direct,,4160,,EN 12504-2 (2001),,,30.0,Cylinder,320.0,160.0,,,,,26.50,26.77,26.77,
Hannachi & Guetteche (2012),C_GF_1,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3860,,EN 12504-2 (2001),,,26.0,Core,130.0,65.0,,,,,13.00,12.26,10.18,
Hannachi & Guetteche (2012),C_RDC_1,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3830,,EN 12504-2 (2001),,,25.0,Core,130.0,65.0,,,,,12.50,11.79,9.79,
Hannachi & Guetteche (2012),C_RDC_2,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3890,,EN 12504-2 (2001),,,27.0,Core,130.0,65.0,,,,,14.60,13.77,11.43,
Hannachi & Guetteche (2012),C_RDC_3,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3920,,EN 12504-2 (2001),,,28.0,Core,130.0,65.0,,,,,15.80,14.91,12.37,
Hannachi & Guetteche (2012),C_RDC_4,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3790,,EN 12504-2 (2001),,,24.0,Core,130.0,65.0,,,,,12.70,11.98,9.94,
Hannachi & Guetteche (2012),C_RDC_5,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3870,,EN 12504-2 (2001),,,26.0,Core,130.0,65.0,,,,,13.50,12.74,10.57,
Hannachi & Guetteche (2012),C_1F_1,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3890,,EN 12504-2 (2001),,,27.0,Core,130.0,65.0,,,,,9.20,8.68,7.20,
Hannachi & Guetteche (2012),C_1F_2,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3730,,EN 12504-2 (2001),,,22.0,Core,130.0,65.0,,,,,9.60,9.06,7.52,
Hannachi & Guetteche (2012),C_1F_3,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3850,,EN 12504-2 (2001),,,26.0,Core,130.0,65.0,,,,,14.70,13.87,11.51,
Hannachi & Guetteche (2012),C_2F_1,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3780,,EN 12504-2 (2001),,,24.0,Core,130.0,65.0,,,,,16.50,15.57,12.92,
Hannachi & Guetteche (2012),C_2F_2,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3840,,EN 12504-2 (2001),,,25.0,Core,130.0,65.0,,,,,17.60,16.60,13.78,
Hannachi & Guetteche (2012),C_2F_3,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3890,,EN 12504-2 (2001),,,26.0,Core,130.0,65.0,,,,,13.00,12.26,10.18,
Hannachi & Guetteche (2012),C_3F_1,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3780,,EN 12504-2 (2001),,,23.0,Core,130.0,65.0,,,,,12.50,11.79,9.79,
Hannachi & Guetteche (2012),C_3F_2,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3710,,EN 12504-2 (2001),,,25.0,Core,130.0,65.0,,,,,12.40,11.70,9.71,
Hannachi & Guetteche (2012),C_3F_3,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3720,,EN 12504-2 (2001),,,24.0,Core,130.0,65.0,,,,,11.80,11.13,9.24,
Hannachi & Guetteche (2012),C_3F_4,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3900,,EN 12504-2 (2001),,,27.0,Core,130.0,65.0,,,,,13.00,12.26,10.18,
Hannachi & Guetteche (2012),C_3F_5,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3930,,EN 12504-2 (2001),,,28.0,Core,130.0,65.0,,,,,15.20,14.34,11.90,
Hannachi & Guetteche (2012),C_3F_6,Algeria,Cylinder - In-situ,28,FALSE,,,,EN 12504-4 (2004),Direct,,3940,,EN 12504-2 (2001),,,28.0,Core,130.0,65.0,,,,,13.70,12.92,10.73,
Fawzi et al. (2013),B15_S1,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,3963,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S2,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,3982,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S1,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4395,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S2,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4408,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S1,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4582,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S2,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4613,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S1,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4656,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S2,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4673,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S3,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4013,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B15_S4,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4063,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B25_S3,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4448,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B25_S4,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4525,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B35_S3,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4789,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B35_S4,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4836,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B40_S3,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4959,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B40_S4,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4984,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B15_S5,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,3984,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S6,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,3996,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S5,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4427,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S6,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4441,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S5,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4562,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S6,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4579,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S5,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4723,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S6,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4740,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S7,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4051,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B15_S8,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4097,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B25_S7,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4539,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B25_S8,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4562,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B35_S7,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4791,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B35_S8,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4834,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B40_S7,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,5004,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B40_S8,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,5020,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,Steel reinforcement parallel to the pulse path.
Fawzi et al. (2013),B15_S9,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,3996,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S10,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4015,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S9,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4433,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S10,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4462,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S9,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4633,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S10,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4640,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S9,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4735,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S10,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Direct,3,4765,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S1_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3163,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S2_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3168,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S1_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3518,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S2_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3562,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S1_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3739,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S2_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3780,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S1_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3816,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B40_S2_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3855,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S3_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3215,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B15_S4_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3246,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B25_S3_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3600,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B25_S4_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3647,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B35_S3_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3862,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B35_S4_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3924,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B40_S3_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3977,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.27,42.27,35.08,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B40_S4_ID,Iraq,Element - Laboratory,28,TRUE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,4026,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,44.0,Cube,150.0,150.0,20,0.40,C40,40,42.28,42.28,35.09,Steel reinforcement perpendicular to the pulse path.
Fawzi et al. (2013),B15_S5_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3163,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.05,16.05,13.32,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B15_S6_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3168,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,25.0,Cube,150.0,150.0,20,0.79,C15,15,16.54,16.54,13.73,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S5_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3518,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,30.0,Cube,150.0,150.0,20,0.53,C25,25,27.00,27.00,22.41,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B25_S6_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3562,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,31.0,Cube,150.0,150.0,20,0.53,C25,25,27.07,27.07,22.47,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S5_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3706,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.56,36.56,30.34,No steel reinforcement intercepting the pulse path.
Fawzi et al. (2013),B35_S6_ID,Iraq,Element - Laboratory,28,FALSE,PROCEQ PUNDIT Lab+,,,ASTM C597 (2002),Indirect,3,3717,PROCEQ Schmidt Hammer,ASTM C805 (2002),Vertical,3,37.0,Cube,150.0,150.0,20,0.42,C35,35,36.62,36.62,30.39,No steel reinforcement intercepting the pulse path.
