Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,RH Device Brand & Model,Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Cianfrone & Facaoaru (1979),C1_25a,Italy,Cube - Laboratory,1,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,20.0,Cube,150.0,150.0,30,,,,16.08,16.08,13.35,
Cianfrone & Facaoaru (1979),C2_25b,Italy,Cube - Laboratory,2,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,25.0,Cube,150.0,150.0,30,,,,27.95,27.95,23.20,
Cianfrone & Facaoaru (1979),C3_25c,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,38.64,38.64,32.07,
Cianfrone & Facaoaru (1979),C4_25d,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,47.86,47.86,39.72,
Cianfrone & Facaoaru (1979),C5_123,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,40.0,Cube,150.0,150.0,30,,,,56.19,56.19,46.64,
Cianfrone & Facaoaru (1979),C6_1a,Italy,Cube - Laboratory,1,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,52.47,52.47,43.55,
Cianfrone & Facaoaru (1979),C7_1b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,65.90,65.90,54.80,
Cianfrone & Facaoaru (1979),C8_79,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,41.0,Cube,150.0,150.0,30,,,,69.33,69.33,58.23,
Cianfrone & Facaoaru (1979),C9_124,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,42.0,Cube,150.0,150.0,30,,,,65.41,65.41,54.31,
Cianfrone & Facaoaru (1979),C10_58,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,45.31,45.31,37.60,
Cianfrone & Facaoaru (1979),C11_126,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,71.49,71.49,60.39,
Cianfrone & Facaoaru (1979),C12_121,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,69.33,69.33,58.23,
Cianfrone & Facaoaru (1979),C13_103,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,46.0,Cube,150.0,150.0,30,,,,76.30,76.30,65.20,
Cianfrone & Facaoaru (1979),C14_61,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,42.0,Cube,150.0,150.0,30,,,,64.92,64.92,53.88,
Cianfrone & Facaoaru (1979),C15_27a,Italy,Cube - Laboratory,1,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,52.27,52.27,43.38,
Cianfrone & Facaoaru (1979),C16_27b,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,41.0,Cube,150.0,150.0,30,,,,61.88,61.88,51.36,
Cianfrone & Facaoaru (1979),C17_27c,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,68.84,68.84,57.74,
Cianfrone & Facaoaru (1979),C18_65,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,44.0,Cube,150.0,150.0,30,,,,65.41,65.41,54.31,
Cianfrone & Facaoaru (1979),C19_41,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,25.0,Cube,150.0,150.0,30,,,,28.34,28.34,23.52,
Cianfrone & Facaoaru (1979),C20_128,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,44.0,Cube,150.0,150.0,30,,,,62.76,62.76,52.09,
Cianfrone & Facaoaru (1979),C21_123,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,44.0,Cube,150.0,150.0,30,,,,65.80,65.80,54.70,
Cianfrone & Facaoaru (1979),C22_131,Italy,Cube - Laboratory,30,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,45.0,Cube,150.0,150.0,30,,,,64.72,64.72,53.72,
Cianfrone & Facaoaru (1979),C23_-,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,58.35,58.35,48.43,
Cianfrone & Facaoaru (1979),C24_88,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,45.0,Cube,150.0,150.0,30,,,,60.80,60.80,50.47,
Cianfrone & Facaoaru (1979),C25_54,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,53.25,53.25,44.20,
Cianfrone & Facaoaru (1979),C26_125,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,61.29,61.29,50.87,
Cianfrone & Facaoaru (1979),C27_86,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,47.86,47.86,39.72,
Cianfrone & Facaoaru (1979),C28_30,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,51.68,51.68,42.90,
Cianfrone & Facaoaru (1979),C29_78,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,32.0,Cube,150.0,150.0,30,,,,51.68,51.68,42.90,
Cianfrone & Facaoaru (1979),C30_62,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,37.46,37.46,31.09,
Cianfrone & Facaoaru (1979),C31_46,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,36.0,Cube,150.0,150.0,30,,,,50.21,50.21,41.67,
Cianfrone & Facaoaru (1979),C32_59,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,36.0,Cube,150.0,150.0,30,,,,49.43,49.43,41.02,
Cianfrone & Facaoaru (1979),C33_68,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,51.68,51.68,42.90,
Cianfrone & Facaoaru (1979),C34_94,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,50.21,50.21,41.67,
Cianfrone & Facaoaru (1979),C35_101,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,46.68,46.68,38.74,
Cianfrone & Facaoaru (1979),C36_102a,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,53.64,53.64,44.52,
Cianfrone & Facaoaru (1979),C37_102b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,60.11,60.11,49.90,
Cianfrone & Facaoaru (1979),C38_73a,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,54.03,54.03,44.85,
Cianfrone & Facaoaru (1979),C39_74b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,53.25,53.25,44.20,
Cianfrone & Facaoaru (1979),C40_127,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,36.0,Cube,150.0,150.0,30,,,,59.33,59.33,49.24,
Cianfrone & Facaoaru (1979),C41_95,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,51.68,51.68,42.90,
Cianfrone & Facaoaru (1979),C42_92,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,59.23,59.23,49.16,
Cianfrone & Facaoaru (1979),C43_98,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,63.55,63.55,52.74,
Cianfrone & Facaoaru (1979),C44_99,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,42.86,42.86,35.57,
Cianfrone & Facaoaru (1979),C45_16a,Italy,Cube - Laboratory,1,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,23.0,Cube,150.0,150.0,30,,,,21.08,21.08,17.50,
Cianfrone & Facaoaru (1979),C46_16b,Italy,Cube - Laboratory,4,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,44.03,44.03,36.55,
Cianfrone & Facaoaru (1979),C47_16c,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,32.0,Cube,150.0,150.0,30,,,,45.60,45.60,37.85,
Cianfrone & Facaoaru (1979),C48_16d,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,54.03,54.03,44.85,
Cianfrone & Facaoaru (1979),C49_109,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,55.51,55.51,46.07,
Cianfrone & Facaoaru (1979),C50_107,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,40.0,Cube,150.0,150.0,30,,,,58.25,58.25,48.35,
Cianfrone & Facaoaru (1979),C51_43,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,44.0,Cube,150.0,150.0,30,,,,70.90,70.90,59.80,
Cianfrone & Facaoaru (1979),C52_76,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,50.60,50.60,42.00,
Cianfrone & Facaoaru (1979),C53_2,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,40.0,Cube,150.0,150.0,30,,,,56.68,56.68,47.05,
Cianfrone & Facaoaru (1979),C54_20a,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,35.0,Cube,150.0,150.0,30,,,,44.42,44.42,36.87,
Cianfrone & Facaoaru (1979),C55_20b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,40.0,Cube,150.0,150.0,30,,,,55.11,55.11,45.74,
Cianfrone & Facaoaru (1979),C56_89,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,42.17,42.17,35.00,
Cianfrone & Facaoaru (1979),C57_106,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,51.68,51.68,42.90,
Cianfrone & Facaoaru (1979),C58_36,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,43.0,Cube,150.0,150.0,30,,,,62.86,62.86,52.17,
Cianfrone & Facaoaru (1979),C59_44,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,44.42,44.42,36.87,
Cianfrone & Facaoaru (1979),C60_82,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,50.21,50.21,41.67,
Cianfrone & Facaoaru (1979),C61_60,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,42.0,Cube,150.0,150.0,30,,,,58.25,58.25,48.35,
Cianfrone & Facaoaru (1979),C62_130,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,42.0,Cube,150.0,150.0,30,,,,55.51,55.51,46.07,
Cianfrone & Facaoaru (1979),C63_111,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,41.0,Cube,150.0,150.0,30,,,,56.29,56.29,46.72,
Cianfrone & Facaoaru (1979),C64_6a,Italy,Cube - Laboratory,2,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,26.0,Cube,150.0,150.0,30,,,,24.91,24.91,20.67,
Cianfrone & Facaoaru (1979),C65_6b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,37.0,Cube,150.0,150.0,30,,,,53.25,53.25,44.20,
Cianfrone & Facaoaru (1979),C66_114a,Italy,Cube - Laboratory,2,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,35.21,35.21,29.22,
Cianfrone & Facaoaru (1979),C67_114b,Italy,Cube - Laboratory,9,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,34.0,Cube,150.0,150.0,30,,,,47.07,47.07,39.07,
Cianfrone & Facaoaru (1979),C68_114c,Italy,Cube - Laboratory,30,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,49.43,49.43,41.02,
Cianfrone & Facaoaru (1979),C69_23,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,32.0,Cube,150.0,150.0,30,,,,43.05,43.05,35.73,
Cianfrone & Facaoaru (1979),C70_49,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,39.0,Cube,150.0,150.0,30,,,,55.51,55.51,46.07,
Cianfrone & Facaoaru (1979),C71_29,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,40.60,40.60,33.70,
Cianfrone & Facaoaru (1979),C72_65,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,34.72,34.72,28.81,
Cianfrone & Facaoaru (1979),C73_39,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,49.82,49.82,41.35,
Cianfrone & Facaoaru (1979),C74_33a,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,29.0,Cube,150.0,150.0,30,,,,35.60,35.60,29.55,
Cianfrone & Facaoaru (1979),C75_33b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,44.82,44.82,37.20,
Cianfrone & Facaoaru (1979),C76_57,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,36.0,Cube,150.0,150.0,30,,,,45.99,45.99,38.17,
Cianfrone & Facaoaru (1979),C77_115,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,32.0,Cube,150.0,150.0,30,,,,49.82,49.82,41.35,
Cianfrone & Facaoaru (1979),C78_112,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,38.0,Cube,150.0,150.0,30,,,,57.47,57.47,47.70,
Cianfrone & Facaoaru (1979),C79_37a,Italy,Cube - Laboratory,7,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,30.30,30.30,25.15,
Cianfrone & Facaoaru (1979),C80_37b,Italy,Cube - Laboratory,28,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,40.60,40.60,33.70,
Cianfrone & Facaoaru (1979),CM1_69,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,41.0,Cube,150.0,150.0,30,,,,56.29,56.29,46.72,
Cianfrone & Facaoaru (1979),CM2_110,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,41.0,Cube,150.0,150.0,30,,,,54.72,54.72,45.42,
Cianfrone & Facaoaru (1979),CM3_71,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,32.56,32.56,27.02,
Cianfrone & Facaoaru (1979),CM4_116,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,29.52,29.52,24.50,
Cianfrone & Facaoaru (1979),CM5_70,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,40.99,40.99,34.02,
Cianfrone & Facaoaru (1979),CM6_71,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,32.56,32.56,27.02,
Cianfrone & Facaoaru (1979),CM7_55,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,33.0,Cube,150.0,150.0,30,,,,44.03,44.03,36.55,
Cianfrone & Facaoaru (1979),CM8_72a,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,26.0,Cube,150.0,150.0,30,,,,20.69,20.69,17.17,
Cianfrone & Facaoaru (1979),CM9_72b,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,31.0,Cube,150.0,150.0,30,,,,27.85,27.85,23.12,
Cianfrone & Facaoaru (1979),CM10_79,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,26.0,Cube,150.0,150.0,30,,,,20.69,20.69,17.17,
Cianfrone & Facaoaru (1979),CM11_31,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,32.0,Cube,150.0,150.0,30,,,,40.21,40.21,33.37,
Cianfrone & Facaoaru (1979),CM12_18,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,29.0,Cube,150.0,150.0,30,,,,22.56,22.56,18.72,
Cianfrone & Facaoaru (1979),CM13_51,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,21.0,Cube,150.0,150.0,30,,,,12.94,12.94,10.74,
Cianfrone & Facaoaru (1979),CM14_-,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,23.0,Cube,150.0,150.0,30,,,,13.44,13.44,11.15,
Cianfrone & Facaoaru (1979),CM15_-,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,22.0,Cube,150.0,150.0,30,,,,15.40,15.40,12.78,
Cianfrone & Facaoaru (1979),CM16_35,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,21.0,Cube,150.0,150.0,30,,,,10.69,10.69,8.87,
Cianfrone & Facaoaru (1979),CM17_10,Italy,Cube - Laboratory,,FALSE,PROCEQ Original Schmidt Type N,,Horizontal,18,30.0,Cube,150.0,150.0,30,,,,29.13,29.13,24.17,
Knaze & Beno (1984),A/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.7,Cube,200.0,200.0,16,0.42,,,27.75,29.14,24.18,
Knaze & Beno (1984),A/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.7,Cube,200.0,200.0,16,0.42,,,26.25,27.56,22.88,
Knaze & Beno (1984),A/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.9,Cube,200.0,200.0,16,0.42,,,27.25,28.61,23.75,
Knaze & Beno (1984),D/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.1,Cube,200.0,200.0,16,0.45,,,26.00,27.30,22.66,
Knaze & Beno (1984),D/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.5,Cube,200.0,200.0,16,0.45,,,27.75,29.14,24.18,
Knaze & Beno (1984),D/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.6,Cube,200.0,200.0,16,0.45,,,28.25,29.66,24.62,
Knaze & Beno (1984),E/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.9,Cube,200.0,200.0,16,0.45,,,29.25,30.71,25.49,
Knaze & Beno (1984),E/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.6,Cube,200.0,200.0,16,0.45,,,29.25,30.71,25.49,
Knaze & Beno (1984),E/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.6,Cube,200.0,200.0,16,0.45,,,30.25,31.76,26.36,
Knaze & Beno (1984),C/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.4,Cube,200.0,200.0,16,0.45,,,28.00,29.40,24.40,
Knaze & Beno (1984),C/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.7,Cube,200.0,200.0,16,0.45,,,28.75,30.19,25.06,
Knaze & Beno (1984),C/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.9,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,
Knaze & Beno (1984),F/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.1,Cube,200.0,200.0,16,0.45,,,28.50,29.93,24.84,
Knaze & Beno (1984),F/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.9,Cube,200.0,200.0,16,0.45,,,28.00,29.40,24.40,
Knaze & Beno (1984),F/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.2,Cube,200.0,200.0,16,0.45,,,27.50,28.88,23.97,
Knaze & Beno (1984),M/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.3,Cube,200.0,200.0,16,0.45,,,31.25,32.81,27.23,
Knaze & Beno (1984),M/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.5,Cube,200.0,200.0,16,0.45,,,33.00,34.65,28.76,
Knaze & Beno (1984),M/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.4,Cube,200.0,200.0,16,0.45,,,31.00,32.55,27.02,
Knaze & Beno (1984),H/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.0,Cube,200.0,200.0,16,0.45,,,28.50,29.93,24.84,
Knaze & Beno (1984),H/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.8,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,
Knaze & Beno (1984),H/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.7,Cube,200.0,200.0,16,0.45,,,30.00,31.50,26.15,
Knaze & Beno (1984),K/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.0,Cube,200.0,200.0,16,0.45,,,31.50,33.08,27.45,
Knaze & Beno (1984),K/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.6,Cube,200.0,200.0,16,0.45,,,32.00,33.60,27.89,
Knaze & Beno (1984),K/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.2,Cube,200.0,200.0,16,0.45,,,33.50,35.18,29.20,
Knaze & Beno (1984),O/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.1,Cube,200.0,200.0,16,0.45,,,30.00,31.50,26.15,
Knaze & Beno (1984),O/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.5,Cube,200.0,200.0,16,0.45,,,32.25,33.86,28.11,
Knaze & Beno (1984),O/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.0,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,
Knaze & Beno (1984),P/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.6,Cube,200.0,200.0,16,0.45,,,31.00,32.55,27.02,
Knaze & Beno (1984),P/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.8,Cube,200.0,200.0,16,0.45,,,30.25,31.76,26.36,
Knaze & Beno (1984),P/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.3,Cube,200.0,200.0,16,0.45,,,29.50,30.98,25.71,
Knaze & Beno (1984),U/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.9,Cube,200.0,200.0,16,0.45,,,27.25,28.61,23.75,
Knaze & Beno (1984),U/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.1,Cube,200.0,200.0,16,0.45,,,28.75,30.19,25.06,
Knaze & Beno (1984),U/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.5,Cube,200.0,200.0,16,0.45,,,32.00,33.60,27.89,
Knaze & Beno (1984),S/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.8,Cube,200.0,200.0,16,0.45,,,27.25,28.61,23.75,
Knaze & Beno (1984),S/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.0,Cube,200.0,200.0,16,0.45,,,29.75,31.24,25.93,
Knaze & Beno (1984),S/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.8,Cube,200.0,200.0,16,0.45,,,28.25,29.66,24.62,
Knaze & Beno (1984),T/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.2,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,
Knaze & Beno (1984),T/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,39.5,Cube,200.0,200.0,16,0.45,,,29.75,31.24,25.93,
