Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,RH Device Brand & Model,Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Szilágyi (2013a),T13/66,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,29.1,Core,,,,,,,43.47,43.47,36.08,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/67,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,42.8,Core,,,,,,,80.44,80.44,69.34,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/68,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,42.7,Core,,,,,,,80.62,80.62,69.52,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/69,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,33.8,Core,,,,,,,64.22,64.22,53.30,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/70,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,41.1,Core,,,,,,,61.20,61.20,50.80,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/71,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,28.3,Core,,,,,,,40.80,40.80,33.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/72,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,26.8,Core,,,,,,,43.47,43.47,36.08,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/73,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,50.7,Core,,,,,,,86.49,86.49,75.39,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/74,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.6,Core,,,,,,,82.58,82.58,71.48,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/75,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,43.2,Core,,,,,,,69.38,69.38,58.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/76,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,43.2,Core,,,,,,,65.47,65.47,54.37,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/77,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,33.8,Core,,,,,,,46.89,46.89,38.92,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/78,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,34.2,Core,,,,,,,45.87,45.87,38.07,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/79,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,43.2,Core,,,,,,,79.87,79.87,68.77,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/80,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,48.5,Core,,,,,,,81.87,81.87,70.77,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/81,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,39.6,Core,,,,,,,68.76,68.76,57.66,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/82,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,40.8,Core,,,,,,,69.91,69.91,58.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/83,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.1,Core,,,,,,,49.82,49.82,41.35,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/84,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,36.0,Core,,,,,,,45.07,45.07,37.41,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/85,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,48.1,Core,,,,,,,82.93,82.93,71.83,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/86,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,50.6,Core,,,,,,,80.71,80.71,69.61,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/87,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,48.4,Core,,,,,,,68.93,68.93,57.83,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/88,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,45.2,Core,,,,,,,71.11,71.11,60.01,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/89,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,40.3,Core,,,,,,,46.84,46.84,38.88,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/90,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,41.1,Core,,,,,,,45.64,45.64,37.88,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/97,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,46.5,Core,,,,,,,73.64,73.64,62.54,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/98,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,43.8,Core,,,,,,,74.09,74.09,62.99,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/99,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,31.0,Core,,,,,,,40.80,40.80,33.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/100,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,28.9,Core,,,,,,,43.47,43.47,36.08,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T13/101,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,34.0,Core,,,,,,,45.87,45.87,38.07,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilagyi (2013b),MV_C1,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,42.6,Cube,150.0,150.0,,0.45,,,55.98,55.98,46.46,
Szilagyi (2013b),MV_C2,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.3,Cube,150.0,150.0,,0.45,,,70.00,70.00,58.90,
Szilagyi (2013b),MV_C3,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.8,Cube,150.0,150.0,,0.45,,,76.38,76.38,65.28,
Szilagyi (2013b),MV_C4,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,48.9,Cube,150.0,150.0,,0.45,,,76.46,76.46,65.36,
Szilagyi (2013b),MV_C5,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,46.2,Cube,150.0,150.0,,0.41,,,62.77,62.77,52.10,
Szilagyi (2013b),MV_C6,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,49.0,Cube,150.0,150.0,,0.41,,,79.12,79.12,68.02,
Szilagyi (2013b),MV_C7,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,49.6,Cube,150.0,150.0,,0.41,,,80.27,80.27,69.17,
Szilagyi (2013b),MV_C8,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,50.3,Cube,150.0,150.0,,0.41,,,89.67,89.67,78.57,
Szilagyi (2013b),MV_C9,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,46.7,Cube,150.0,150.0,,0.38,,,70.68,70.68,59.58,
Szilagyi (2013b),MV_C10,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,47.9,Cube,150.0,150.0,,0.38,,,81.06,81.06,69.96,
Szilagyi (2013b),MV_C11,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,49.6,Cube,150.0,150.0,,0.38,,,84.43,84.43,73.33,
Szilagyi (2013b),MV_C12,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,49.8,Cube,150.0,150.0,,0.38,,,89.82,89.82,78.72,
Szilagyi (2013b),MV_C13,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,40.4,Cube,150.0,150.0,,0.51,,,53.63,53.63,44.51,
Szilagyi (2013b),MV_C14,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,44.4,Cube,150.0,150.0,,0.51,,,65.97,65.97,54.87,
Szilagyi (2013b),MV_C15,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,44.8,Cube,150.0,150.0,,0.51,,,69.78,69.78,58.68,
Szilagyi (2013b),MV_C16,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,44.8,Cube,150.0,150.0,,0.51,,,76.42,76.42,65.32,
Szilagyi (2013b),MV_C17,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,41.5,Cube,150.0,150.0,,0.47,,,60.62,60.62,50.31,
Szilagyi (2013b),MV_C18,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.4,Cube,150.0,150.0,,0.47,,,65.07,65.07,53.97,
Szilagyi (2013b),MV_C19,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,47.5,Cube,150.0,150.0,,0.47,,,77.72,77.72,66.62,
Szilagyi (2013b),MV_C20,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,48.0,Cube,150.0,150.0,,0.47,,,83.30,83.30,72.20,
Szilagyi (2013b),MV_C21,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,44.1,Cube,150.0,150.0,,0.43,,,60.99,60.99,50.62,
Szilagyi (2013b),MV_C22,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.1,Cube,150.0,150.0,,0.43,,,71.03,71.03,59.93,
Szilagyi (2013b),MV_C23,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,47.4,Cube,150.0,150.0,,0.43,,,79.97,79.97,68.87,
Szilagyi (2013b),MV_C24,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,47.9,Cube,150.0,150.0,,0.43,,,83.42,83.42,72.32,
Szilagyi (2013b),MV_C25,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,48.9,Cube,150.0,150.0,,0.43,,,84.73,84.73,73.63,
Szilagyi (2013b),MV_C26,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,52.5,Cube,150.0,150.0,,0.43,,,85.58,85.58,74.48,
Szilagyi (2013b),MV_C27,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,34.2,Cube,150.0,150.0,,0.60,,,42.69,42.69,35.43,
Szilagyi (2013b),MV_C28,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,38.9,Cube,150.0,150.0,,0.60,,,52.12,52.12,43.26,
Szilagyi (2013b),MV_C29,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,43.8,Cube,150.0,150.0,,0.60,,,56.60,56.60,46.98,
Szilagyi (2013b),MV_C30,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,45.1,Cube,150.0,150.0,,0.60,,,58.12,58.12,48.24,
Szilagyi (2013b),MV_C31,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,46.8,Cube,150.0,150.0,,0.60,,,63.00,63.00,52.29,
Szilagyi (2013b),MV_C32,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,49.2,Cube,150.0,150.0,,0.60,,,64.84,64.84,53.82,
Szilagyi (2013b),MV_C33,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,40.4,Cube,150.0,150.0,,0.55,,,47.68,47.68,39.57,
Szilagyi (2013b),MV_C34,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,44.6,Cube,150.0,150.0,,0.55,,,58.48,58.48,48.54,
Szilagyi (2013b),MV_C35,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,45.8,Cube,150.0,150.0,,0.55,,,59.01,59.01,48.98,
Szilagyi (2013b),MV_C36,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,46.6,Cube,150.0,150.0,,0.55,,,64.21,64.21,53.29,
Szilagyi (2013b),MV_C37,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,48.7,Cube,150.0,150.0,,0.55,,,68.64,68.64,57.54,
Szilagyi (2013b),MV_C38,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,48.9,Cube,150.0,150.0,,0.55,,,72.25,72.25,61.15,
Szilagyi (2013b),MV_C39,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,40.2,Cube,150.0,150.0,,0.50,,,51.37,51.37,42.64,
Szilagyi (2013b),MV_C40,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.6,Cube,150.0,150.0,,0.50,,,60.99,60.99,50.62,
Szilagyi (2013b),MV_C41,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.4,Cube,150.0,150.0,,0.50,,,67.62,67.62,56.52,
Szilagyi (2013b),MV_C42,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,49.6,Cube,150.0,150.0,,0.50,,,74.57,74.57,63.47,
Szilagyi (2013b),MV_C43,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,49.9,Cube,150.0,150.0,,0.50,,,78.65,78.65,67.55,
Szilagyi (2013b),MV_C44,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,43.1,Cube,150.0,150.0,,0.45,,,56.36,56.36,46.78,
Szilagyi (2013b),MV_C45,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,44.3,Cube,150.0,150.0,,0.45,,,69.80,69.80,58.70,
Szilagyi (2013b),MV_C46,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.5,Cube,150.0,150.0,,0.45,,,73.13,73.13,62.03,
Szilagyi (2013b),MV_C47,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,48.2,Cube,150.0,150.0,,0.45,,,78.75,78.75,67.65,
Szilagyi (2013b),MV_C48,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,45.0,Cube,150.0,150.0,,0.41,,,60.80,60.80,50.46,
Szilagyi (2013b),MV_C49,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.2,Cube,150.0,150.0,,0.41,,,76.45,76.45,65.35,
Szilagyi (2013b),MV_C50,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,49.8,Cube,150.0,150.0,,0.41,,,85.56,85.56,74.46,
Szilagyi (2013b),MV_C51,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,50.4,Cube,150.0,150.0,,0.41,,,85.91,85.91,74.81,
Szilagyi (2013b),MV_C52,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,51.2,Cube,150.0,150.0,,0.41,,,87.75,87.75,76.65,
Szilagyi (2013b),MV_C53,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,55.5,Cube,150.0,150.0,,0.41,,,88.29,88.29,77.19,
Szilagyi (2013b),MV_C54,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,45.9,Cube,150.0,150.0,,0.38,,,70.40,70.40,59.30,
Szilagyi (2013b),MV_C55,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,46.6,Cube,150.0,150.0,,0.38,,,83.09,83.09,71.99,
Szilagyi (2013b),MV_C56,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,48.5,Cube,150.0,150.0,,0.38,,,94.65,94.65,83.55,
Szilagyi (2013b),MV_C57,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,49.4,Cube,150.0,150.0,,0.38,,,95.39,95.39,84.29,
Szilagyi (2013b),MV_C58,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,51.6,Cube,150.0,150.0,,0.38,,,95.71,95.71,84.61,
Szilagyi (2013b),MV_C59,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,53.5,Cube,150.0,150.0,,0.38,,,98.17,98.17,87.07,
Szilagyi (2013b),MV_C60,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,38.2,Cube,150.0,150.0,,0.51,,,49.82,49.82,41.35,
Szilagyi (2013b),MV_C61,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,44.1,Cube,150.0,150.0,,0.51,,,58.88,58.88,48.87,
Szilagyi (2013b),MV_C62,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,45.8,Cube,150.0,150.0,,0.51,,,68.39,68.39,57.29,
Szilagyi (2013b),MV_C63,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,46.7,Cube,150.0,150.0,,0.51,,,71.58,71.58,60.48,
Szilagyi (2013b),MV_C64,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,47.9,Cube,150.0,150.0,,0.51,,,72.99,72.99,61.89,
Szilagyi (2013b),MV_C65,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,48.2,Cube,150.0,150.0,,0.51,,,74.07,74.07,62.97,
Szilagyi (2013b),MV_C66,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,41.2,Cube,150.0,150.0,,0.47,,,57.77,57.77,47.95,
Szilagyi (2013b),MV_C67,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,45.7,Cube,150.0,150.0,,0.47,,,69.21,69.21,58.11,
Szilagyi (2013b),MV_C68,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.4,Cube,150.0,150.0,,0.47,,,75.44,75.44,64.34,
Szilagyi (2013b),MV_C69,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,49.6,Cube,150.0,150.0,,0.47,,,75.58,75.58,64.48,
Szilagyi (2013b),MV_C70,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,49.8,Cube,150.0,150.0,,0.47,,,76.98,76.98,65.88,
Szilagyi (2013b),MV_C71,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,52.4,Cube,150.0,150.0,,0.47,,,80.36,80.36,69.26,
Szilagyi (2013b),MV_C72,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,43.5,Cube,150.0,150.0,,0.43,,,62.38,62.38,51.78,
Szilagyi (2013b),MV_C73,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,46.9,Cube,150.0,150.0,,0.43,,,76.43,76.43,65.33,
Szilagyi (2013b),MV_C74,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,48.7,Cube,150.0,150.0,,0.43,,,81.30,81.30,70.20,
Szilagyi (2013b),MV_C75,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,50.5,Cube,150.0,150.0,,0.43,,,83.40,83.40,72.30,
Szilagyi (2013b),MV_C76,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,51.2,Cube,150.0,150.0,,0.43,,,87.08,87.08,75.98,
Szilagyi (2013b),MV_C77,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,53.3,Cube,150.0,150.0,,0.43,,,87.72,87.72,76.62,
Szilagyi (2013b),MV_C78,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,32.1,Cube,150.0,150.0,,0.60,,,36.27,36.27,30.10,
Szilagyi (2013b),MV_C79,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,37.6,Cube,150.0,150.0,,0.60,,,45.35,45.35,37.64,
Szilagyi (2013b),MV_C80,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,39.7,Cube,150.0,150.0,,0.60,,,48.41,48.41,40.18,
Szilagyi (2013b),MV_C81,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,40.1,Cube,150.0,150.0,,0.60,,,53.62,53.62,44.50,
Szilagyi (2013b),MV_C82,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,42.5,Cube,150.0,150.0,,0.60,,,56.26,56.26,46.70,
Szilagyi (2013b),MV_C83,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,43.7,Cube,150.0,150.0,,0.60,,,57.89,57.89,48.05,
Szilagyi (2013b),MV_C84,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,39.4,Cube,150.0,150.0,,0.55,,,45.62,45.62,37.86,
Szilagyi (2013b),MV_C85,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,40.4,Cube,150.0,150.0,,0.55,,,54.54,54.54,45.27,
Szilagyi (2013b),MV_C86,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,44.8,Cube,150.0,150.0,,0.55,,,64.39,64.39,53.44,
Szilagyi (2013b),MV_C87,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,46.9,Cube,150.0,150.0,,0.55,,,64.87,64.87,53.84,
Szilagyi (2013b),MV_C88,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,46.9,Cube,150.0,150.0,,0.55,,,65.22,65.22,54.12,
Szilagyi (2013b),MV_C89,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,49.2,Cube,150.0,150.0,,0.55,,,66.75,66.75,55.65,
Szilagyi (2013b),MV_C90,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,42.3,Cube,150.0,150.0,,0.50,,,55.01,55.01,45.66,
Szilagyi (2013b),MV_C91,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,46.1,Cube,150.0,150.0,,0.50,,,65.80,65.80,54.70,
Szilagyi (2013b),MV_C92,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.3,Cube,150.0,150.0,,0.50,,,72.30,72.30,61.20,
Szilagyi (2013b),MV_C93,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,48.1,Cube,150.0,150.0,,0.50,,,76.12,76.12,65.02,
Szilagyi (2013b),MV_C94,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,52.0,Cube,150.0,150.0,,0.50,,,79.64,79.64,68.54,
Szilagyi (2013b),MV_C95,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,52.4,Cube,150.0,150.0,,0.50,,,80.66,80.66,69.56,
Szilagyi (2013b),MV_C96,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,44.3,Cube,150.0,150.0,,0.45,,,60.81,60.81,50.47,
Szilagyi (2013b),MV_C97,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,44.9,Cube,150.0,150.0,,0.45,,,71.86,71.86,60.76,
Szilagyi (2013b),MV_C98,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,46.6,Cube,150.0,150.0,,0.45,,,79.84,79.84,68.74,
Szilagyi (2013b),MV_C99,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,48.3,Cube,150.0,150.0,,0.45,,,81.12,81.12,70.02,
Szilagyi (2013b),MV_C100,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,50.4,Cube,150.0,150.0,,0.45,,,81.51,81.51,70.41,
Szilagyi (2013b),MV_C101,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,52.3,Cube,150.0,150.0,,0.45,,,82.89,82.89,71.79,
Szilagyi (2013b),MV_C102,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,46.6,Cube,150.0,150.0,,0.41,,,69.04,69.04,57.94,
Szilagyi (2013b),MV_C103,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,48.7,Cube,150.0,150.0,,0.41,,,81.67,81.67,70.57,
Szilagyi (2013b),MV_C104,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,49.9,Cube,150.0,150.0,,0.41,,,89.40,89.40,78.30,
Szilagyi (2013b),MV_C105,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,50.7,Cube,150.0,150.0,,0.41,,,90.08,90.08,78.98,
Szilagyi (2013b),MV_C106,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,51.6,Cube,150.0,150.0,,0.41,,,92.23,92.23,81.13,
Szilagyi (2013b),MV_C107,Hungary,Cube - Laboratory,180,FALSE,Original Schmidt Type N,,Horizontal,20,52.6,Cube,150.0,150.0,,0.41,,,92.95,92.95,81.85,
Szilagyi (2013b),MV_C108,Hungary,Cube - Laboratory,7,FALSE,Original Schmidt Type N,,Horizontal,20,47.9,Cube,150.0,150.0,,0.38,,,67.99,67.99,56.89,
Szilagyi (2013b),MV_C109,Hungary,Cube - Laboratory,14,FALSE,Original Schmidt Type N,,Horizontal,20,48.0,Cube,150.0,150.0,,0.38,,,82.12,82.12,71.02,
Szilagyi (2013b),MV_C110,Hungary,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,20,52.0,Cube,150.0,150.0,,0.38,,,86.40,86.40,75.30,
Szilagyi (2013b),MV_C111,Hungary,Cube - Laboratory,56,FALSE,Original Schmidt Type N,,Horizontal,20,52.3,Cube,150.0,150.0,,0.38,,,86.70,86.70,75.60,
Szilagyi (2013b),MV_C112,Hungary,Cube - Laboratory,90,FALSE,Original Schmidt Type N,,Horizontal,20,53.0,Cube,150.0,150.0,,0.38,,,97.02,97.02,85.92,
