model,r2,mse,rmse,mae,seed_count
catboost,0.2817792093143095,25.951047357502397,5.094217050489938,3.5190854517979924,10
subset__overall,0.052733801441570125,77.08772533921413,8.779628270654309,5.6754034383829834,10
mt_extra_trees,-19.52120374264176,290.7304609776112,17.05081995030184,13.623338894376795,10
