model,r2,mse,rmse,mae,seed_count
multitask_elasticnet__rfe_missforest,-0.03154924519777613,103.06342378491172,10.152015745094698,5.724583340528167,10
multioutput_gp__sinkhorn,-0.03196145588786395,97.65385191403077,9.881996352662288,5.8870817676553155,10
gbdt__missforest,-0.035056496348385,41.563096060162295,6.446108741557784,4.481532939053913,10
random_forest__knn_based_method_matimputer,-0.0350915750667817,52.46072011664309,7.233713869785676,4.798598608931353,10
multitask_lasso__rfe_missforest,-0.03511583981988538,104.27768178566957,10.211644417188941,5.750496038097113,10
gbdt__mice_iterativeimputer,-0.0405186373140092,60.24974333686877,7.762070814986731,5.349895395668146,10
gbdt__hyperimpute,-0.04500573514928565,38.92338585225859,6.238860941891444,4.703169628206194,10
gbdt__softimpute,-0.0466227120067764,56.24451397958844,7.499634256388004,5.4296365273379,10
multitask_gp__knn_based_method_matimputer,-0.050632830829657395,80.33276676664987,8.962841695112058,5.049876089990134,10
multioutput_gp__knn_based_method_matimputer,-0.06731867406676802,100.37279313907516,10.018609982230663,6.15071673192797,10
multioutput_gp__vae_miwae,-0.06752551403149665,98.43598719799903,9.921491154669583,6.043528391747606,10
multioutput_gp__rfe_missforest,-0.0800748764403211,98.52590992724882,9.926021858085699,6.049202495469034,10
ridge__vae_miwae,-0.09868125757377964,99.70643203198566,9.98511341360843,5.696799382676927,10
multioutput_gp__堆叠,-0.10005582019870322,101.12062548865565,10.055861577417868,6.228021882855238,5
multitask_elasticnet__vae_miwae,-0.10273833309788868,101.39758246877783,10.069474479388028,5.732857742737339,10
multitask_lasso__vae_miwae,-0.10613580379897325,102.80862033877217,10.139325250499896,5.762712102114359,10
ridge__mice_iterativeimputer,-0.10817875575626934,98.85397636035778,9.942533699231689,5.915101562732185,10
multitask_elasticnet__mice_iterativeimputer,-0.11000987691850825,99.56175079445019,9.978063479175216,5.923573438141909,10
multitask_lasso__mice_iterativeimputer,-0.11135510380525256,100.14504493289893,10.007249618796312,5.9307483277704005,10
multioutput_svr__vae_miwae,-0.12579641040374862,77.91809945290711,8.82712002127114,4.972713485718584,10
multitask_gp__missforest,-0.1485512219710837,89.10720990780182,9.439661535659095,5.040931074991337,10
multioutput_gp__knn插补,-0.1529990812310747,99.59012781120002,9.979485347570328,6.243911973812649,10
multitask_gp__vae_miwae,-0.15598231759725545,93.40551298063771,9.664643061671798,5.3059790788019665,10
ridge__hyperimpute,-0.15966483700088824,96.26499252831738,9.811472495416648,5.948367625301992,10
multitask_elasticnet__hyperimpute,-0.17280969590163003,97.98943523470818,9.898961321002734,5.999485147777954,10
ridge__knn_based_method_matimputer,-0.18125410672592898,109.35861998136167,10.457412212386094,6.0870684855863075,10
multitask_lasso__hyperimpute,-0.18409596158396005,99.44212550453054,9.972067263337657,6.043261519548871,10
ridge__堆叠,-0.18442370401296074,107.39202335717698,10.362923193784098,6.037808549950422,5
multitask_gp__mice_iterativeimputer,-0.18651363143387045,113.42012741213075,10.649888610315637,6.442161380673433,10
multitask_elasticnet__knn_based_method_matimputer,-0.18739683576102906,111.38330342668664,10.553772401722847,6.1216641500732125,10
multitask_lasso__knn_based_method_matimputer,-0.19263598773144638,113.0796635943725,10.633834257747381,6.1504288005106655,10
multitask_gp__堆叠,-0.1954823737213738,82.0378121487422,9.05721526799206,5.130381163235699,5
multitask_elasticnet__堆叠,-0.19780883679263717,109.75347377315362,10.476251969504668,6.093597722766709,5
multitask_lasso__堆叠,-0.2092598844587461,111.74652584022233,10.570955339870958,6.139602363384006,5
multioutput_svr__missforest,-0.21904476846451287,79.58344691978058,8.92095549364979,5.14952598752656,10
ridge__missforest,-0.22288634562481074,103.57693638905089,10.177275489493782,5.813480566334514,10
multitask_elasticnet__missforest,-0.23023767365809827,105.38517321122488,10.26572808967902,5.849829502590602,10
multioutput_svr__堆叠,-0.2312800016809141,69.6891396614238,8.34700519686194,5.254745202366665,5
multioutput_gp__hyperimpute,-0.23130347621390487,104.16944100890859,10.206343175148904,6.587623062904884,10
multitask_lasso__missforest,-0.23632355614166678,106.89320195399614,10.33891686561006,5.881168319113643,10
multitask_gp__hyperimpute,-0.23759657384805005,82.10564440733106,9.061216497100764,5.525094163506898,10
multioutput_svr__mice_iterativeimputer,-0.2761928892717099,74.82727726071747,8.650276137830367,5.093353764417974,10
random_forest__gtmcc,-0.3365860055934307,189.24375852202172,13.750891774049785,7.776163526355161,10
multioutput_svr__gtmcc,-0.36575306084778375,89.96420426511148,9.484946191757635,6.611218404173786,10
multioutput_gp__mice_iterativeimputer,-0.4216408482947281,105.83468948902154,10.287598820376967,6.864760348059592,10
multioutput_svr__hyperimpute,-0.43551310458742265,68.33670162751972,8.266601576677063,5.475818552478306,10
multioutput_svr__softimpute,-0.4893251211130688,194.4654364455336,13.945086462461736,8.631032118397627,10
random_forest__knn插补,-0.5567890026670542,50.232280450048115,7.085422688594916,5.250112433376536,10
multitask_elasticnet__knn插补,-0.6042315969876405,113.89129740824119,10.671985521758545,6.480918654337461,10
ridge__knn插补,-0.6044584379744092,111.95602346774422,10.580926418972064,6.447174534623113,10
multitask_lasso__knn插补,-0.604563097373912,115.5279870683385,10.748393463235418,6.509798306419228,10
multitask_gp__softimpute,-0.6986796198499782,256.6307038821496,16.019697371740502,9.533759830482298,10
gbdt__knn插补,-0.7077481610383045,53.090168606724646,7.286151952185198,5.573453306776412,10
multioutput_gp__gain,-0.7272088784428377,163.38791226359524,12.782328123765062,7.967168256518436,10
multitask_gp__knn插补,-0.7338862182393782,92.14938867628254,9.599352661218067,5.8205809646889906,10
multioutput_gp__softimpute,-0.7724233011987383,266.53067247968426,16.32576713296145,9.61320856811311,10
multioutput_svr__knn插补,-0.7740209657050736,76.67097126347856,8.756196149037864,5.650455688787032,10
ridge__softimpute,-1.2319632155245095,396.4906398123355,19.91207271512274,11.579021629020325,10
multitask_elasticnet__softimpute,-1.2349265190409602,397.3060627491057,19.932537789983133,11.592786314453086,10
multitask_lasso__softimpute,-1.2371708279847675,397.9443713107515,19.94854308742249,11.603240712336625,10
multitask_gp__gtmcc,-1.6918063671127779,619.3377874755049,24.8863549702746,13.776648240090566,10
random_forest__miwae,-1.8369052005392135,91.91674432256914,9.58603994417923,7.2418246851058665,10
gbdt__miwae,-1.9195438314177575,104.23890192931438,10.209745439006516,7.564795411622841,10
ridge__gtmcc,-2.142179599039239,650.3677209922067,25.50230815028723,14.313668221101036,10
ridge__gain,-2.173792717190336,203.5611771617312,14.267486714965994,9.503741384499158,10
multitask_elasticnet__gain,-2.1795507206842593,205.36841692287967,14.330680965079074,9.5143620620511,10
multitask_lasso__gain,-2.184479518049609,206.9476194964961,14.385674106432973,9.523163490896366,10
gbdt__mida,-2.198356060379089,76.65876715961623,8.755499252447928,6.847468200344752,10
random_forest__gain,-2.2646873482789323,77.04422761653504,8.77624345232058,6.843361473857618,10
multitask_elasticnet__gtmcc,-2.489928934042338,729.9489127385161,27.017566743482213,15.128510926360951,10
random_forest__mida,-2.5033292857493388,85.1764286176971,9.228610546673547,7.751314840912914,10
multioutput_gp__mida,-2.555283970007601,156.45384949163898,12.508151321903608,8.944684262487819,10
multitask_gp__gain,-2.5817753474115306,184.54962132924655,13.584904170778922,9.316767391498683,10
gbdt__gain,-2.621845854627628,79.1278015860282,8.895380912924876,6.82961455818077,10
multitask_gp__mida,-2.6437929893927503,170.8051078120595,13.069242817090037,9.615830814215753,10
multitask_gp__miwae,-2.6901218247522047,336.2471932501242,18.3370442888194,12.370222277211358,10
multioutput_svr__gain,-2.708060205720779,153.8611377853342,12.404077466113076,8.769828829917182,10
multioutput_svr__miwae,-2.7700714019122405,271.26563396542883,16.470143714170465,11.599115757350985,10
random_forest__低秩矩阵,-2.7829114499096113,96.01298750504122,9.797543021598239,7.883274109128261,10
multioutput_svr__mida,-2.808528488103963,142.1857340612804,11.92416596921061,8.939936664967808,10
gbdt__低秩矩阵,-2.8122123763839384,127.31135970782859,11.282458779839235,8.643389779241224,10
ridge__mida,-3.0105816440712543,185.41013464889724,13.616539011397032,9.939842326987904,10
multitask_elasticnet__mida,-3.0161564196169843,186.8001741543511,13.667486021736078,9.956134682505516,10
multitask_lasso__mida,-3.020537698388157,187.9508500341315,13.709516768804487,9.969564834335769,10
multitask_lasso__gtmcc,-3.090959260517443,864.9239106676398,29.409588753800005,16.377472271409637,10
multioutput_gp__miwae,-3.3734953144777164,419.97659724769466,20.49333055527321,13.90886929963481,10
multioutput_svr__低秩矩阵,-3.657205272427452,263.40028798024764,16.22961145498443,12.054018713482444,10
ridge__miwae,-3.6856236434756346,702.18832129287,26.49883622525469,16.798283181805818,10
multitask_elasticnet__miwae,-3.6876762135394188,703.8576041843169,26.53031481502466,16.815529122494503,10
multitask_lasso__miwae,-3.689358426516074,705.1595804224509,26.554840997875523,16.82919748830154,10
multitask_gp__低秩矩阵,-3.770892410269899,379.1821782207047,19.472600705111393,13.514604679905284,10
multitask_lasso__低秩矩阵,-4.105744286136934,566.6951159053299,23.80535897451097,16.04187783843479,10
multitask_elasticnet__低秩矩阵,-4.106589973919217,566.3442571918766,23.797988511466187,16.038237068970467,10
ridge__低秩矩阵,-4.107839093056112,565.9191299107015,23.78905483432878,16.03369910479106,10
multioutput_gp__低秩矩阵,-4.433975678283477,440.9907382731385,20.99977948153596,14.872563253573551,10
multioutput_gp__gtmcc,-11.495753108978208,3198.8449613727353,56.55833237790853,27.6973556312469,10
