slab_id,b,h,d,E,nu,rho,sdl,ll,llred,mesh,angle,sx1,sy1,sx2,sy2,sx3,sy3,sx4,sy4,dl_load,sdl_load,ll_load,llred_load,dl_reaction,sdl_reaction,ll_reaction,llred_reaction
slab_019,4262,10769,180,32819,0.2,2550,-0.85,-4.75,-2.8,500,0,852,2153,3409,2153,852,8615,3409,8615,-206.604,-39.0,-218.064,-128.34,206.604,39.0,218.064,128.34
slab_020,7708,8257,220,28580,0.2,2471,-0.53,-4.25,-1.87,1000,90,1541,1651,6166,1651,1541,6605,6166,6605,-339.44,-33.636,-270.52,-118.976,339.44,33.636,270.52,118.976
slab_021,5936,9990,250,34615,0.2,2424,-0.93,-3.49,-1.84,750,90,1187,1998,4748,1998,1187,7992,4748,7992,-352.496,-55.064,-207.024,-109.092,352.497,55.065,207.024,109.092
slab_022,4221,13516,180,28496,0.2,2486,-0.44,-4.62,-2.11,1000,45,844,2703,3376,2703,844,10812,3376,10812,-250.56,-25.2,-263.52,-120.36,250.56,25.2,263.52,120.36
slab_023,4574,11456,200,30281,0.2,2419,-0.69,-1.99,-1.12,500,90,914,2291,3659,2291,914,9164,3659,9164,-248.552,-36.24,-104.32,-58.88,248.552,36.24,104.32,58.88
slab_024,6214,14848,180,35938,0.18,2592,-0.41,-4.42,-2.41,500,45,1242,2969,4971,2969,1242,11878,4971,11878,-422.292,-38.16,-407.892,-222.372,422.293,38.16,407.891,222.372
slab_025,7696,8480,200,31104,0.18,2499,-0.81,-2.26,-1.21,750,90,1539,1696,6156,1696,1539,6784,6156,6784,-319.988,-53.008,-147.628,-79.06,319.988,53.009,147.628,79.06
slab_026,7921,13984,250,29268,0.19,2455,-0.32,-2.97,-1.67,1000,45,1584,2796,6336,2796,1584,11187,6336,11187,-666.916,-35.46,-329.016,-184.936,666.916,35.46,329.016,184.936
slab_027,4234,8410,250,32119,0.22,2535,-0.89,-1.64,-0.7,500,0,846,1682,3387,1682,846,6728,3387,6728,-221.456,-31.72,-58.56,-24.88,221.456,31.72,58.56,24.88
slab_028,6437,8556,200,31307,0.18,2545,-0.83,-2.92,-1.71,750,90,1287,1711,5149,1711,1287,6844,5149,6844,-274.98,-45.68,-160.836,-94.24,274.98,45.68,160.836,94.24
slab_029,6390,12630,220,35657,0.19,2571,-0.5,-4.16,-2.16,1000,90,1278,2526,5112,2526,1278,10104,5112,10104,-447.824,-40.336,-335.68,-174.368,447.824,40.336,335.68,174.368
slab_030,5228,11745,220,35610,0.21,2418,-0.99,-2.83,-1.61,500,0,1045,2349,4182,2349,1045,9396,4182,9396,-320.7,-60.8,-173.9,-99.1,320.7,60.8,173.9,99.1
slab_031,6202,9746,220,29085,0.22,2417,-0.38,-3.71,-1.66,1000,90,1240,1949,4961,1949,1240,7796,4961,7796,-315.312,-22.88,-224.256,-100.32,315.312,22.88,224.256,100.32
slab_032,5239,13010,180,33471,0.21,2476,-0.35,-4.64,-3.08,750,0,1047,2602,4191,2602,1047,10408,4191,10408,-298.024,-23.988,-316.224,-209.952,298.025,23.988,316.224,209.952
slab_033,7644,8876,200,30231,0.19,2453,-0.5,-4.29,-2.53,750,90,1528,1775,6115,1775,1528,7100,6115,7100,-326.628,-33.92,-291.156,-171.676,326.627,33.92,291.156,171.675
slab_034,6001,10057,180,28756,0.21,2470,-0.97,-3.83,-1.68,750,0,1200,2011,4800,2011,1200,8045,4800,8045,-263.22,-58.62,-231.032,-101.46,263.22,58.62,231.033,101.46
slab_035,7036,11619,250,32594,0.18,2419,-0.34,-2.58,-1.15,500,45,1407,2323,5628,2323,1407,9295,5628,9295,-484.668,-28.2,-211.44,-94.08,484.668,28.2,211.44,94.08
slab_036,6385,12526,200,31520,0.19,2478,-0.74,-1.73,-1.2,500,45,1277,2505,5108,2505,1277,10020,5108,10020,-388.608,-59.424,-138.028,-95.648,388.608,59.424,138.027,95.648
slab_037,4860,13587,200,33463,0.18,2599,-0.61,-1.94,-1.34,1000,0,972,2717,3888,2717,972,10869,3888,10869,-336.66,-40.2,-128.1,-88.5,336.66,40.2,128.1,88.5
slab_038,7791,15617,200,35082,0.19,2445,-0.38,-4.91,-3.05,750,45,1558,3123,6232,3123,1558,12493,6232,12493,-583.476,-46.616,-597.448,-371.072,583.476,46.616,597.448,371.072
slab_039,7285,13487,200,30185,0.19,2579,-0.92,-1.95,-1.28,500,0,1457,2697,5828,2697,1457,10789,5828,10789,-496.56,-90.06,-191.58,-125.88,496.56,90.06,191.58,125.88
slab_040,7344,15523,250,30864,0.19,2458,-0.84,-2.69,-1.4,750,0,1468,3104,5875,3104,1468,12418,5875,12418,-687.152,-95.984,-306.832,-159.64,687.152,95.984,306.832,159.64
slab_041,7960,14335,220,30876,0.21,2502,-0.52,-2.05,-1.02,500,0,1592,2867,6368,2867,1592,11468,6368,11468,-616.32,-60.0,-233.616,-115.776,616.32,60.0,233.616,115.776
slab_042,7592,15949,220,29462,0.2,2467,-0.97,-2.91,-1.47,750,45,1518,3189,6073,3189,1518,12759,6073,12759,-644.864,-117.304,-352.52,-178.208,644.864,117.304,352.52,178.208
slab_043,6483,12189,180,31155,0.22,2448,-0.82,-2.52,-1.01,1000,90,1296,2437,5186,2437,1296,9751,5186,9751,-341.616,-64.768,-199.168,-79.808,341.617,64.768,199.168,79.809
slab_044,6946,15702,200,30983,0.2,2570,-0.36,-2.82,-1.69,500,90,1389,3140,5556,3140,1389,12561,5556,12561,-549.816,-39.9,-307.476,-184.5,549.815,39.9,307.476,184.5
slab_045,7686,10460,220,33463,0.2,2503,-0.51,-3.06,-1.4,1000,45,1537,2092,6148,2092,1537,8368,6148,8368,-434.328,-40.924,-246.024,-112.5,434.328,40.924,246.024,112.5
slab_046,6774,14128,200,33042,0.2,2503,-0.62,-5.0,-2.43,750,90,1354,2825,5419,2825,1354,11302,5419,11302,-470.144,-59.2,-478.4,-232.776,470.144,59.2,478.4,232.776
slab_047,6484,13363,220,31809,0.2,2572,-0.85,-3.34,-2.24,1000,0,1296,2672,5187,2672,1296,10690,5187,10690,-480.988,-73.68,-289.412,-194.016,480.988,73.68,289.412,194.016
slab_048,6698,8694,220,32222,0.21,2558,-0.77,-2.14,-1.34,1000,45,1339,1738,5358,1738,1339,6955,5358,6955,-321.52,-44.88,-124.624,-78.0,321.52,44.88,124.624,78.0
slab_049,4920,14607,200,29207,0.18,2462,-0.31,-2.86,-1.8,750,45,984,2921,3936,2921,984,11685,3936,11685,-347.2,-22.4,-205.456,-129.552,347.2,22.4,205.456,129.552
slab_050,7629,13159,200,33884,0.21,2526,-0.72,-4.48,-2.72,500,45,1525,2631,6103,2631,1525,10527,6103,10527,-497.504,-72.448,-449.76,-273.632,497.504,72.448,449.76,273.632
slab_051,4896,9440,250,28411,0.2,2431,-0.68,-2.2,-1.32,1000,90,979,1888,3916,1888,979,7552,3916,7552,-275.48,-31.4,-101.64,-61.0,275.48,31.4,101.64,61.0
slab_052,5299,15782,250,33018,0.21,2529,-0.7,-1.83,-0.98,500,90,1059,3156,4239,3156,1059,12625,4239,12625,-518.828,-58.936,-153.372,-81.572,518.827,58.936,153.372,81.572
slab_053,7528,11888,250,30123,0.21,2563,-0.81,-2.28,-1.24,500,45,1505,2377,6022,2377,1505,9510,6022,9510,-562.62,-72.04,-203.64,-111.112,562.62,72.04,203.64,111.111
slab_054,5801,8634,220,29920,0.19,2481,-0.37,-4.72,-2.1,750,90,1160,1726,4640,1726,1160,6907,4640,6907,-268.232,-18.616,-236.448,-105.076,268.232,18.616,236.448,105.076
slab_055,4625,13786,200,28526,0.2,2484,-0.62,-3.54,-1.64,750,45,925,2757,3700,2757,925,11028,3700,11028,-310.744,-39.36,-225.612,-104.64,310.744,39.36,225.612,104.64
slab_056,7706,14306,180,35018,0.22,2547,-0.73,-4.98,-2.52,750,45,1541,2861,6164,2861,1541,11444,6164,11444,-495.688,-80.32,-548.976,-278.068,495.689,80.32,548.976,278.068
slab_057,6204,14123,200,31999,0.19,2511,-0.66,-3.64,-2.19,750,90,1240,2824,4963,2824,1240,11298,4963,11298,-431.732,-57.84,-319.028,-192.0,431.732,57.84,319.028,192.0
slab_058,4676,14885,250,35532,0.19,2559,-0.63,-1.83,-1.06,1000,0,935,2977,3740,2977,935,11908,3740,11908,-436.864,-43.8,-127.308,-73.8,436.863,43.8,127.309,73.8
slab_059,4343,13265,250,29111,0.21,2446,-0.96,-3.67,-1.7,750,45,868,2653,3474,2653,868,10612,3474,10612,-345.576,-55.232,-211.256,-97.888,345.576,55.232,211.255,97.887
slab_060,7117,15206,250,30279,0.21,2507,-0.82,-4.71,-1.91,1000,0,1423,3041,5693,3041,1423,12164,5693,12164,-665.432,-88.768,-509.636,-206.664,665.432,88.768,509.636,206.664
slab_061,7899,10866,200,33325,0.18,2566,-0.97,-4.89,-2.32,500,90,1579,2173,6319,2173,1579,8692,6319,8692,-431.92,-83.84,-420.0,-199.396,431.92,83.84,420.0,199.397
slab_062,4624,9954,200,31879,0.21,2544,-0.34,-3.37,-1.61,750,0,924,1990,3699,1990,924,7963,3699,7963,-229.696,-15.584,-155.108,-74.02,229.697,15.584,155.109,74.02
slab_063,6481,12974,180,34371,0.21,2479,-0.92,-4.91,-2.42,1000,45,1296,2594,5184,2594,1296,10379,5184,10379,-368.08,-77.376,-412.888,-203.416,368.08,77.376,412.888,203.415
slab_064,5624,15712,200,28622,0.2,2560,-0.83,-2.56,-1.26,1000,90,1124,3142,4499,3142,1124,12569,4499,12569,-443.852,-73.424,-226.176,-111.424,443.852,73.425,226.176,111.424
slab_065,7299,8991,180,30844,0.2,2569,-0.74,-3.23,-1.62,750,45,1459,1798,5839,1798,1459,7192,5839,7192,-297.6,-48.56,-211.856,-106.16,297.6,48.56,211.856,106.16
slab_066,4432,11551,220,33206,0.22,2517,-0.5,-3.48,-2.16,1000,45,886,2310,3545,2310,886,9240,3545,9240,-278.132,-25.6,-178.132,-110.628,278.131,25.6,178.132,110.627
slab_067,6522,14620,250,31808,0.2,2587,-0.59,-3.87,-1.83,500,45,1304,2924,5217,2924,1304,11696,5217,11696,-604.844,-55.92,-369.36,-174.48,604.843,55.92,369.36,174.48
slab_068,7611,11692,200,34147,0.2,2556,-0.53,-3.82,-2.09,750,0,1522,2338,6088,2338,1522,9353,6088,9353,-446.336,-47.272,-339.856,-185.896,446.336,47.272,339.856,185.896
slab_069,5997,9737,220,34535,0.19,2471,-0.38,-2.55,-1.23,500,90,1199,1947,4797,1947,1199,7789,4797,7789,-311.472,-22.14,-149.06,-71.68,311.472,22.14,149.059,71.68
slab_070,7883,9565,180,29977,0.21,2525,-0.61,-4.16,-2.26,1000,45,1576,1913,6306,1913,1576,7652,6306,7652,-336.28,-46.0,-313.64,-170.36,336.28,46.0,313.64,170.36
slab_071,5835,14495,180,28762,0.19,2503,-0.52,-3.93,-2.26,750,90,1167,2899,4668,2899,1167,11596,4668,11596,-373.82,-44.0,-332.612,-191.28,373.82,44.0,332.612,191.28
slab_072,6174,10816,250,34110,0.2,2490,-0.51,-4.05,-1.93,500,90,1234,2163,4939,2163,1234,8652,4939,8652,-407.896,-34.016,-270.4,-129.128,407.895,34.016,270.4,129.128
slab_073,4788,10584,180,34085,0.2,2595,-0.52,-4.33,-2.69,750,90,957,2116,3830,2116,957,8467,3830,8467,-232.264,-26.4,-219.504,-136.32,232.264,26.4,219.504,136.32
slab_074,6414,16000,220,28823,0.21,2475,-0.84,-4.37,-1.77,1000,0,1282,3200,5131,3200,1282,12800,5131,12800,-548.224,-86.24,-448.432,-181.744,548.224,86.24,448.432,181.744
slab_075,5123,8372,180,32533,0.19,2432,-0.55,-2.37,-1.02,500,90,1024,1674,4098,1674,1024,6697,4098,6697,-184.016,-23.608,-101.684,-43.708,184.017,23.608,101.685,43.708
slab_076,5164,11845,250,31608,0.19,2413,-0.82,-1.98,-0.86,500,45,1032,2369,4131,2369,1032,9476,4131,9476,-361.6,-49.9,-121.4,-52.5,361.6,49.9,121.4,52.5
slab_077,6014,8606,180,29242,0.19,2544,-0.34,-4.7,-2.23,1000,45,1202,1721,4811,1721,1202,6884,4811,6884,-232.504,-17.6,-243.248,-115.44,232.505,17.6,243.247,115.44
slab_078,6483,12883,200,34354,0.2,2515,-0.36,-3.96,-2.28,750,45,1296,2576,5186,2576,1296,10306,5186,10306,-412.092,-30.2,-330.668,-190.56,412.092,30.2,330.668,190.56
slab_079,6329,13087,180,32994,0.22,2425,-0.34,-4.27,-1.98,1000,0,1265,2617,5063,2617,1265,10469,5063,10469,-354.752,-28.128,-353.696,-163.936,354.752,28.128,353.695,163.936
slab_080,4643,9964,200,32521,0.18,2400,-0.71,-2.59,-1.4,500,0,928,1992,3714,1992,928,7971,3714,7971,-217.644,-32.8,-120.0,-64.8,217.644,32.8,120.0,64.8
slab_081,5180,13791,220,33758,0.21,2418,-0.52,-1.77,-1.13,1000,90,1036,2758,4144,2758,1036,11032,4144,11032,-372.752,-37.2,-126.48,-80.88,372.752,37.2,126.48,80.88
slab_082,6708,14585,200,31482,0.18,2457,-0.55,-1.82,-1.18,500,0,1341,2917,5366,2917,1341,11668,5366,11668,-471.6,-54.0,-178.2,-115.2,471.6,54.0,178.2,115.2
slab_083,4679,14493,220,32874,0.21,2545,-0.36,-3.46,-1.87,750,90,935,2898,3743,2898,935,11594,3743,11594,-372.536,-24.48,-234.56,-126.872,372.535,24.48,234.56,126.872
slab_084,5648,15722,220,32099,0.2,2512,-0.94,-4.86,-2.57,750,90,1129,3144,4518,3144,1129,12577,4518,12577,-481.604,-83.448,-431.704,-228.144,481.604,83.448,431.704,228.144
slab_085,5025,8211,180,29875,0.22,2547,-0.59,-4.93,-3.1,750,90,1005,1642,4020,1642,1005,6568,4020,6568,-185.54,-24.46,-203.436,-127.916,185.54,24.46,203.436,127.916
slab_086,4164,14251,200,31854,0.2,2513,-0.36,-4.36,-2.51,1000,45,832,2850,3331,2850,832,11400,3331,11400,-292.5,-21.3,-258.84,-149.04,292.5,21.3,258.84,149.04
slab_087,7969,8747,250,30850,0.2,2482,-0.53,-2.0,-1.0,1000,45,1593,1749,6375,1749,1593,6997,6375,6997,-424.296,-36.92,-139.336,-69.64,424.296,36.92,139.337,69.64
slab_088,5180,13427,250,34664,0.21,2409,-0.68,-3.9,-1.94,750,90,1036,2685,4144,2685,1036,10741,4144,10741,-410.832,-47.116,-271.312,-134.956,410.832,47.116,271.312,134.956
slab_089,7378,8009,250,31385,0.18,2532,-0.75,-2.35,-1.38,500,0,1475,1601,5902,1601,1475,6407,5902,6407,-367.044,-44.16,-139.08,-81.84,367.044,44.16,139.08,81.84
slab_090,5093,12499,200,35599,0.19,2578,-0.66,-4.9,-2.89,500,90,1018,2499,4074,2499,1018,9999,4074,9999,-322.16,-42.0,-311.7,-184.4,322.16,42.0,311.7,184.4
slab_091,4648,10545,180,32524,0.2,2457,-0.31,-1.8,-0.97,500,90,929,2109,3718,2109,929,8436,3718,8436,-212.6,-15.36,-88.24,-47.8,212.6,15.36,88.24,47.8
slab_092,7408,9261,250,35640,0.21,2530,-0.51,-3.55,-1.93,750,0,1481,1852,5926,1852,1481,7408,5926,7408,-425.668,-35.04,-243.616,-132.4,425.669,35.04,243.616,132.4
slab_093,5870,12515,200,31142,0.19,2553,-0.64,-1.92,-1.27,750,45,1174,2503,4696,2503,1174,10012,4696,10012,-367.992,-47.116,-141.06,-93.388,367.992,47.116,141.06,93.388
slab_094,5392,15653,220,34721,0.18,2585,-0.79,-2.95,-2.06,750,0,1078,3130,4313,3130,1078,12522,4313,12522,-470.92,-66.656,-249.036,-174.1,470.92,66.656,249.036,174.101
slab_095,5829,12412,250,30827,0.19,2595,-0.62,-3.41,-1.69,500,90,1165,2482,4663,2482,1165,9929,4663,9929,-460.664,-44.6,-246.824,-122.388,460.664,44.6,246.825,122.389
slab_096,4978,12684,250,29913,0.21,2505,-0.97,-2.39,-1.46,750,45,995,2536,3982,2536,995,10147,3982,10147,-387.924,-61.24,-151.024,-92.304,387.925,61.24,151.024,92.304
slab_097,6718,14491,200,32057,0.22,2432,-0.65,-2.93,-1.94,750,0,1343,2898,5374,2898,1343,11592,5374,11592,-464.664,-63.2,-285.464,-188.8,464.664,63.2,285.464,188.8
slab_098,6154,15458,250,28125,0.21,2504,-0.39,-1.61,-0.68,750,45,1230,3091,4923,3091,1230,12366,4923,12366,-584.164,-37.124,-153.208,-65.0,584.164,37.124,153.208,65.0
slab_099,6552,13674,250,33323,0.18,2484,-0.4,-1.99,-1.02,750,90,1310,2734,5241,2734,1310,10939,5241,10939,-545.712,-35.96,-178.28,-91.48,545.712,35.96,178.28,91.48
slab_100,6943,15269,250,35146,0.2,2558,-0.95,-2.79,-1.89,500,90,1388,3053,5554,3053,1388,12215,5554,12215,-665.204,-100.74,-296.28,-199.544,665.205,100.74,296.28,199.545
slab_101,4370,11555,180,34228,0.21,2425,-0.69,-2.57,-1.72,500,45,874,2311,3496,2311,874,9244,3496,9244,-216.32,-34.72,-129.84,-86.88,216.32,34.72,129.84,86.88
slab_102,7261,8459,220,30936,0.19,2437,-0.83,-3.56,-2.15,500,0,1452,1691,5808,1691,1452,6767,5808,6767,-323.112,-50.568,-218.7,-132.0,323.112,50.568,218.7,132.0
slab_103,4717,8646,250,33076,0.21,2527,-0.36,-4.5,-2.42,750,45,943,1729,3773,1729,943,6916,3773,6916,-252.712,-14.592,-183.536,-98.712,252.711,14.592,183.536,98.711
slab_104,5045,13462,180,35363,0.21,2473,-0.53,-4.45,-2.37,750,90,1009,2692,4036,2692,1009,10769,4036,10769,-296.492,-36.004,-302.276,-160.712,296.492,36.004,302.276,160.712
slab_105,5225,13234,250,33655,0.19,2477,-0.86,-3.65,-1.99,500,45,1045,2646,4180,2646,1045,10587,4180,10587,-420.26,-59.328,-252.416,-137.568,420.26,59.328,252.416,137.568
slab_106,6342,10940,220,33728,0.19,2568,-0.72,-4.97,-3.28,1000,0,1268,2188,5073,2188,1268,8752,5073,8752,-384.52,-49.984,-344.82,-227.516,384.521,49.984,344.821,227.516
slab_107,7729,12967,250,34822,0.22,2473,-0.46,-4.19,-2.68,500,90,1545,2593,6183,2593,1545,10373,6183,10373,-607.872,-46.24,-419.944,-268.48,607.872,46.24,419.944,268.48
slab_108,4778,13086,220,33552,0.21,2596,-0.54,-2.07,-1.22,1000,90,955,2617,3822,2617,955,10468,3822,10468,-350.336,-33.864,-129.408,-76.24,350.336,33.864,129.408,76.24
slab_109,4161,10530,250,28273,0.2,2587,-0.91,-1.82,-0.91,750,0,832,2106,3328,2106,832,8424,3328,8424,-278.04,-39.96,-79.68,-39.96,278.04,39.96,79.68,39.96
slab_110,4822,9082,220,32348,0.2,2469,-0.42,-4.1,-2.65,750,45,964,1816,3857,1816,964,7265,3857,7265,-233.32,-18.464,-179.552,-115.98,233.32,18.464,179.552,115.98
slab_111,7057,15130,220,34588,0.18,2419,-0.9,-1.62,-1.07,1000,90,1411,3026,5645,3026,1411,12104,5645,12104,-557.336,-96.04,-172.808,-114.224,557.336,96.04,172.808,114.224
slab_112,5627,15923,220,28739,0.21,2403,-0.81,-4.57,-2.33,1000,90,1125,3184,4501,3184,1125,12738,4501,12738,-464.576,-72.576,-409.52,-208.752,464.576,72.576,409.52,208.752
slab_113,5073,12788,250,34737,0.21,2495,-0.92,-4.18,-1.7,1000,45,1014,2557,4058,2557,1014,10230,4058,10230,-397.056,-59.672,-271.232,-110.336,397.056,59.673,271.232,110.336
slab_114,7748,12997,200,33305,0.18,2518,-0.36,-3.94,-2.06,500,0,1549,2599,6198,2599,1549,10397,6198,10397,-497.504,-35.904,-396.392,-207.504,497.504,35.904,396.392,207.504
slab_115,7875,8304,220,32035,0.18,2460,-0.38,-4.53,-2.43,1000,90,1575,1660,6300,1660,1575,6643,6300,6643,-347.232,-24.868,-296.292,-158.888,347.232,24.868,296.292,158.888
slab_116,6852,15749,250,32811,0.21,2439,-0.38,-2.71,-1.76,1000,45,1370,3149,5481,3149,1370,12599,5481,12599,-645.512,-41.028,-292.464,-189.968,645.512,41.028,292.464,189.968
slab_117,7846,15794,220,28268,0.21,2455,-0.69,-1.67,-1.1,500,90,1569,3158,6276,3158,1569,12635,6276,12635,-656.292,-86.4,-207.328,-136.664,656.291,86.4,207.328,136.664
slab_118,5504,12460,220,28496,0.2,2448,-0.32,-1.68,-1.09,500,90,1100,2492,4403,2492,1100,9968,4403,9968,-362.5,-22.3,-115.5,-74.8,362.5,22.3,115.5,74.8
slab_119,4868,13256,180,28414,0.21,2462,-0.31,-2.25,-1.04,1000,0,973,2651,3894,2651,973,10604,3894,10604,-280.524,-20.04,-145.164,-67.172,280.524,20.04,145.164,67.173
slab_120,6401,9769,200,30691,0.21,2552,-1.0,-2.0,-0.89,500,90,1280,1953,5120,1953,1280,7815,5120,7815,-313.312,-62.72,-124.8,-55.36,313.312,62.72,124.8,55.36
slab_121,5026,14541,200,28900,0.21,2406,-0.91,-3.75,-2.39,1000,45,1005,2908,4020,2908,1005,11632,4020,11632,-344.96,-66.48,-274.08,-174.676,344.96,66.48,274.08,174.676
slab_122,4064,9427,220,28429,0.19,2507,-0.63,-2.39,-1.3,750,90,812,1885,3251,1885,812,7541,3251,7541,-207.256,-24.064,-91.68,-49.78,207.256,24.064,91.679,49.78
slab_123,6431,8893,250,32127,0.19,2557,-0.97,-2.26,-1.49,1000,45,1286,1778,5144,1778,1286,7114,5144,7114,-358.632,-55.52,-129.248,-85.248,358.632,55.52,129.248,85.248
slab_124,5876,13270,180,28498,0.22,2502,-0.7,-4.62,-2.84,750,0,1175,2654,4700,2654,1175,10616,4700,10616,-344.688,-54.428,-360.168,-221.368,344.688,54.428,360.168,221.368
slab_125,7683,8661,220,32983,0.19,2432,-0.81,-2.78,-1.57,750,45,1536,1732,6146,1732,1536,6928,6146,6928,-349.172,-53.916,-184.972,-104.4,349.172,53.916,184.972,104.4
slab_126,6446,12346,220,31716,0.2,2510,-0.93,-2.54,-1.67,1000,90,1289,2469,5156,2469,1289,9876,5156,9876,-431.1,-73.984,-202.06,-132.904,431.099,73.984,202.06,132.904
slab_127,6952,15090,200,31523,0.2,2458,-0.71,-2.1,-1.09,1000,0,1390,3018,5561,3018,1390,12072,5561,12072,-506.04,-74.544,-220.28,-114.464,506.04,74.544,220.28,114.464
slab_128,5280,11496,220,33448,0.19,2439,-0.52,-3.34,-1.43,500,0,1056,2299,4224,2299,1056,9196,4224,9196,-319.332,-31.696,-202.752,-86.832,319.332,31.696,202.752,86.832
slab_129,5768,8791,220,34650,0.19,2415,-0.59,-3.03,-1.51,500,45,1153,1758,4614,1758,1153,7032,4614,7032,-264.164,-29.876,-153.896,-76.58,264.164,29.876,153.896,76.58
slab_130,5448,15156,250,35111,0.22,2413,-0.32,-2.9,-1.47,1000,90,1089,3031,4358,3031,1089,12124,4358,12124,-488.6,-26.464,-239.456,-121.44,488.599,26.464,239.456,121.44
slab_131,4871,9267,250,29837,0.21,2489,-0.41,-3.71,-2.33,1000,0,974,1853,3896,1853,974,7413,3896,7413,-275.512,-18.552,-167.44,-105.2,275.512,18.552,167.44,105.2
slab_132,7306,11515,180,32988,0.22,2577,-0.81,-4.37,-2.67,750,45,1461,2303,5844,2303,1461,9212,5844,9212,-382.896,-68.0,-367.616,-224.72,382.896,68.0,367.617,224.72
slab_133,5437,8050,200,35125,0.19,2568,-0.72,-4.5,-2.65,500,0,1087,1610,4349,1610,1087,6440,4349,6440,-220.632,-31.688,-196.872,-115.96,220.632,31.688,196.872,115.96
slab_134,7056,12345,200,31081,0.2,2487,-0.89,-3.91,-1.94,1000,90,1411,2469,5644,2469,1411,9876,5644,9876,-424.992,-77.384,-340.592,-169.008,424.992,77.384,340.591,169.008
