slab_id,b,h,d,E,nu,rho,sdl,ll,llred,mesh,angle,sx1,sy1,sx2,sy2,sx3,sy3,sx4,sy4,dl_load,sdl_load,ll_load,llred_load,dl_reaction,sdl_reaction,ll_reaction,llred_reaction
slab_072,6628,15100,200,30580,0.2,2480,-0.88,-2.61,-1.82,750,0,1325,3020,5302,3020,1325,12080,5302,12080,-487.04,-88.24,-260.952,-182.0,487.04,88.24,260.952,182.0
slab_073,6815,14208,200,31694,0.22,2415,-0.8,-4.44,-2.96,750,90,1363,2841,5452,2841,1363,11366,5452,11366,-458.6,-77.6,-429.64,-286.4,458.6,77.6,429.64,286.4
slab_074,4080,8687,250,33260,0.21,2583,-0.77,-1.64,-0.91,500,0,816,1737,3264,1737,816,6949,3264,6949,-224.504,-27.324,-58.068,-32.204,224.504,27.324,58.068,32.204
slab_075,4976,15210,220,29935,0.19,2593,-0.57,-1.55,-0.73,750,0,995,3042,3980,3042,995,12168,3980,12168,-423.536,-43.28,-117.184,-55.36,423.536,43.28,117.184,55.36
slab_076,5389,8017,180,28283,0.19,2543,-0.89,-1.51,-0.86,500,90,1077,1603,4311,1603,1077,6413,4311,6413,-193.964,-38.168,-65.168,-37.232,193.964,38.168,65.168,37.232
slab_077,5489,12969,200,28218,0.21,2403,-0.54,-3.85,-2.58,750,0,1097,2593,4391,2593,1097,10375,4391,10375,-335.524,-38.436,-274.176,-183.756,335.524,38.436,274.176,183.756
slab_078,6947,14414,220,35053,0.18,2429,-0.31,-3.83,-2.15,500,45,1389,2882,5557,2882,1389,11531,5557,11531,-525.54,-30.6,-383.4,-216.0,525.539,30.6,383.4,216.0
slab_079,6512,8142,250,31963,0.2,2493,-0.77,-2.24,-1.28,500,90,1302,1628,5209,1628,1302,6513,5209,6513,-324.228,-40.816,-118.864,-67.968,324.228,40.816,118.864,67.968
slab_080,5015,12881,220,35662,0.21,2525,-0.88,-3.62,-1.75,500,45,1003,2576,4012,2576,1003,10304,4012,10304,-352.216,-57.424,-233.84,-113.392,352.217,57.424,233.84,113.392
slab_081,7211,8237,250,28056,0.2,2502,-0.39,-4.71,-3.16,750,90,1442,1647,5768,1647,1442,6589,5768,6589,-364.504,-23.36,-279.64,-187.68,364.504,23.36,279.64,187.68
slab_082,6380,9296,250,30412,0.21,2475,-0.66,-4.65,-2.77,500,90,1276,1859,5104,1859,1276,7436,5104,7436,-359.808,-39.52,-276.096,-164.32,359.808,39.52,276.096,164.32
slab_083,4283,14465,200,33680,0.21,2495,-0.99,-2.99,-1.56,500,0,856,2893,3426,2893,856,11572,3426,11572,-303.556,-61.2,-184.8,-96.928,303.555,61.2,184.8,96.928
slab_084,4838,15662,250,28890,0.18,2543,-0.39,-2.99,-1.47,500,0,967,3132,3870,3132,967,12529,3870,12529,-472.508,-29.24,-226.76,-111.624,472.508,29.24,226.76,111.623
slab_085,7207,9384,220,32798,0.18,2557,-0.45,-4.15,-1.76,500,0,1441,1876,5765,1876,1441,7507,5765,7507,-373.216,-30.0,-280.8,-118.8,373.216,30.0,280.8,118.8
slab_086,4984,9464,220,34154,0.2,2434,-0.6,-3.65,-2.12,1000,45,996,1892,3987,1892,996,7571,3987,7571,-247.752,-28.328,-172.16,-99.992,247.752,28.328,172.16,99.992
slab_087,4033,8878,220,31773,0.22,2539,-0.96,-1.82,-0.92,500,90,806,1775,3226,1775,806,7102,3226,7102,-196.1,-34.416,-65.284,-32.888,196.1,34.416,65.284,32.888
slab_088,5118,8874,180,29761,0.22,2551,-0.65,-3.19,-2.13,750,45,1023,1774,4094,1774,1023,7099,4094,7099,-204.532,-29.384,-144.936,-96.712,204.532,29.384,144.936,96.713
slab_089,4416,10236,180,28315,0.2,2455,-0.71,-4.79,-2.03,500,45,883,2047,3532,2047,883,8188,3532,8188,-195.92,-32.04,-216.64,-91.92,195.92,32.04,216.64,91.92
slab_090,7037,8370,220,33898,0.2,2534,-0.53,-4.86,-3.3,1000,0,1407,1674,5629,1674,1407,6696,5629,6696,-322.08,-31.28,-286.28,-194.36,322.08,31.28,286.28,194.36
slab_091,6505,8359,220,35281,0.18,2414,-0.64,-4.0,-2.49,750,0,1301,1671,5204,1671,1301,6687,5204,6687,-283.24,-34.92,-217.48,-135.44,283.24,34.92,217.48,135.44
slab_092,6760,8775,180,28199,0.19,2586,-0.94,-4.02,-2.31,500,90,1352,1755,5408,1755,1352,7020,5408,7020,-270.84,-55.74,-238.74,-137.18,270.84,55.74,238.74,137.179
slab_093,6859,12678,250,35004,0.2,2419,-0.8,-4.9,-3.12,1000,45,1371,2535,5487,2535,1371,10142,5487,10142,-515.896,-69.576,-426.124,-271.38,515.897,69.576,426.123,271.38
slab_094,5160,11838,180,32532,0.2,2430,-0.94,-1.81,-0.94,1000,0,1032,2367,4128,2367,1032,9470,4128,9470,-262.016,-57.584,-110.464,-57.584,262.016,57.584,110.464,57.584
slab_095,5467,9746,180,34584,0.21,2528,-0.65,-2.96,-1.39,1000,90,1093,1949,4373,1949,1093,7796,4373,7796,-237.856,-34.72,-157.648,-74.08,237.855,34.72,157.648,74.08
slab_096,7700,9964,180,35113,0.2,2526,-0.87,-2.72,-1.25,1000,45,1540,1992,6160,1992,1540,7971,6160,7971,-342.288,-66.72,-208.72,-96.0,342.288,66.72,208.72,96.0
slab_097,7276,8705,220,32404,0.22,2559,-0.96,-4.99,-2.4,1000,45,1455,1741,5820,1741,1455,6964,5820,6964,-349.72,-60.72,-316.08,-152.0,349.72,60.72,316.08,152.0
slab_098,7642,15534,200,28335,0.18,2561,-0.67,-3.93,-2.0,500,45,1528,3106,6113,3106,1528,12427,6113,12427,-596.952,-79.312,-466.632,-237.472,596.952,79.312,466.631,237.472
slab_099,7699,9310,250,32984,0.18,2555,-0.94,-4.27,-2.88,1000,90,1539,1862,6159,1862,1539,7448,6159,7448,-449.2,-67.28,-306.0,-206.36,449.2,67.28,306.0,206.36
slab_100,4720,8289,200,32057,0.2,2573,-0.33,-3.85,-1.89,1000,90,944,1657,3776,1657,944,6631,3776,6631,-197.5,-12.9,-150.64,-74.0,197.5,12.9,150.64,74.0
slab_101,7993,10699,200,28457,0.21,2479,-0.42,-4.96,-2.03,500,0,1598,2139,6394,2139,1598,8559,6394,8559,-415.96,-36.296,-424.44,-173.44,415.96,36.296,424.44,173.44
slab_102,6313,9555,200,29197,0.22,2463,-0.88,-2.91,-1.95,750,0,1262,1911,5050,1911,1262,7644,5050,7644,-291.616,-53.064,-175.552,-117.696,291.616,53.064,175.552,117.696
slab_103,7398,10231,220,28797,0.19,2421,-0.48,-2.15,-1.16,500,45,1479,2046,5918,2046,1479,8184,5918,8184,-395.52,-36.24,-162.58,-88.38,395.52,36.24,162.581,88.38
slab_104,6253,13408,220,28230,0.2,2523,-0.91,-3.74,-2.53,1000,0,1250,2681,5002,2681,1250,10726,5002,10726,-456.496,-76.32,-313.56,-212.04,456.496,76.32,313.56,212.04
slab_105,6714,9229,250,30880,0.21,2512,-0.58,-4.85,-2.78,500,45,1342,1845,5371,1845,1342,7383,5371,7383,-381.6,-36.0,-300.64,-172.596,381.6,36.0,300.64,172.595
slab_106,5319,14459,200,30148,0.19,2534,-0.47,-2.82,-1.51,750,90,1063,2891,4255,2891,1063,11567,4255,11567,-382.508,-36.0,-216.72,-116.0,382.508,36.0,216.72,116.0
slab_107,7963,14853,220,29786,0.19,2424,-0.47,-3.12,-1.67,750,90,1592,2970,6370,2970,1592,11882,6370,11882,-618.74,-55.68,-368.788,-197.888,618.74,55.68,368.787,197.888
slab_108,6121,15415,180,29652,0.2,2450,-0.44,-3.38,-2.08,1000,90,1224,3083,4896,3083,1224,12332,4896,12332,-408.128,-41.44,-318.896,-196.304,408.129,41.44,318.896,196.304
slab_109,5648,14119,220,28508,0.21,2534,-0.52,-4.85,-2.34,500,90,1129,2823,4518,2823,1129,11295,4518,11295,-436.056,-41.252,-386.904,-186.636,436.055,41.252,386.905,186.636
slab_110,4246,10147,220,31503,0.2,2426,-0.89,-2.8,-1.37,750,90,849,2029,3396,2029,849,8117,3396,8117,-225.608,-38.4,-120.652,-59.02,225.608,38.4,120.652,59.02
slab_111,7808,10275,200,33166,0.18,2511,-0.67,-1.69,-0.79,1000,90,1561,2055,6246,2055,1561,8220,6246,8220,-395.24,-53.8,-135.612,-63.468,395.24,53.8,135.612,63.468
slab_112,4717,14131,180,35941,0.19,2544,-0.75,-1.64,-0.95,1000,0,943,2826,3773,2826,943,11304,3773,11304,-299.46,-50.1,-109.264,-63.3,299.46,50.1,109.263,63.3
slab_113,7378,8759,220,28035,0.18,2512,-0.81,-3.71,-2.28,750,0,1475,1751,5902,1751,1475,7007,5902,7007,-350.376,-52.24,-239.816,-147.24,350.376,52.24,239.816,147.239
slab_114,5522,14945,250,34968,0.2,2466,-0.31,-4.21,-2.18,750,90,1104,2989,4417,2989,1104,11956,4417,11956,-499.288,-25.44,-347.46,-180.0,499.288,25.44,347.46,180.0
slab_115,7822,10889,180,29560,0.21,2484,-0.38,-2.07,-1.01,500,45,1564,2177,6257,2177,1564,8711,6257,8711,-373.44,-32.096,-176.02,-85.968,373.44,32.096,176.02,85.968
slab_116,5080,12419,220,34062,0.21,2531,-0.86,-4.79,-3.1,500,45,1016,2483,4064,2483,1016,9935,4064,9935,-344.58,-54.38,-301.9,-195.6,344.58,54.38,301.9,195.6
slab_117,5629,9200,200,28220,0.19,2487,-0.98,-3.88,-2.42,750,90,1125,1840,4503,1840,1125,7360,4503,7360,-252.704,-50.8,-200.912,-125.384,252.704,50.8,200.912,125.384
slab_118,7436,11836,250,29456,0.19,2522,-0.46,-1.73,-0.92,1000,45,1487,2367,5948,2367,1487,9468,5948,9468,-544.44,-40.488,-152.348,-80.976,544.44,40.488,152.348,80.976
slab_119,6327,9396,200,33576,0.19,2528,-0.54,-3.48,-2.01,750,0,1265,1879,5061,1879,1265,7516,5061,7516,-294.932,-32.084,-206.96,-119.44,294.932,32.084,206.96,119.44
slab_120,6512,13598,180,30452,0.22,2544,-0.3,-2.28,-1.28,1000,0,1302,2719,5209,2719,1302,10878,5209,10878,-397.812,-26.4,-201.956,-113.28,397.813,26.4,201.956,113.28
slab_121,5280,8591,200,33472,0.21,2482,-0.85,-2.45,-1.25,1000,0,1056,1718,4224,1718,1056,6872,4224,6872,-220.832,-38.56,-111.2,-56.8,220.832,38.56,111.2,56.8
slab_122,6194,11885,220,34976,0.21,2476,-0.99,-4.59,-2.87,1000,90,1238,2377,4955,2377,1238,9508,4955,9508,-393.476,-72.864,-337.884,-211.2,393.476,72.864,337.884,211.2
slab_123,6843,9127,180,35674,0.2,2511,-0.75,-1.59,-0.92,750,45,1368,1825,5474,1825,1368,7301,5474,7301,-276.868,-46.88,-99.252,-57.6,276.868,46.88,99.252,57.6
slab_124,6245,11265,220,34609,0.18,2587,-1.0,-3.75,-1.8,1000,45,1249,2253,4996,2253,1249,9012,4996,9012,-392.872,-70.352,-263.832,-126.624,392.871,70.352,263.832,126.624
slab_125,4830,12601,180,32448,0.22,2512,-0.5,-3.88,-1.92,750,0,966,2520,3864,2520,966,10080,3864,10080,-269.888,-30.288,-236.144,-116.768,269.888,30.288,236.144,116.768
slab_126,6314,13487,250,34836,0.18,2505,-0.67,-2.61,-1.14,1000,0,1262,2697,5051,2697,1262,10789,5051,10789,-523.116,-57.12,-222.272,-97.2,523.116,57.12,222.271,97.2
slab_127,5459,14849,220,35284,0.19,2440,-0.63,-1.74,-1.0,500,0,1091,2969,4367,2969,1091,11879,4367,11879,-426.84,-50.4,-141.0,-81.12,426.84,50.4,141.0,81.12
slab_128,5605,13792,200,33012,0.21,2489,-0.74,-4.36,-2.44,500,45,1121,2758,4484,2758,1121,11033,4484,11033,-377.86,-57.332,-336.996,-188.932,377.861,57.332,336.996,188.933
slab_129,7155,10875,200,29409,0.19,2498,-0.37,-3.01,-1.95,1000,90,1431,2175,5724,2175,1431,8700,5724,8700,-381.46,-28.872,-234.104,-151.648,381.46,28.872,234.104,151.648
slab_130,5792,11952,220,31463,0.22,2409,-0.99,-4.47,-3.03,1000,45,1158,2390,4633,2390,1158,9561,4633,9561,-359.908,-68.512,-309.448,-209.74,359.908,68.512,309.448,209.74
slab_131,7139,11947,200,28387,0.2,2430,-0.38,-4.6,-2.35,500,0,1427,2389,5711,2389,1427,9557,5711,9557,-406.5,-33.0,-392.652,-200.988,406.5,33.0,392.652,200.988
slab_132,6024,11928,180,34549,0.19,2535,-0.3,-4.58,-2.16,500,0,1204,2385,4819,2385,1204,9542,4819,9542,-321.284,-21.2,-329.016,-154.684,321.284,21.2,329.015,154.684
slab_133,5006,12127,220,31382,0.18,2549,-0.48,-3.06,-1.61,500,0,1001,2425,4004,2425,1001,9701,4004,9701,-333.988,-28.9,-185.7,-97.8,333.988,28.9,185.7,97.8
slab_134,4233,11959,220,28796,0.18,2586,-0.65,-3.59,-2.22,500,45,846,2391,3386,2391,846,9567,3386,9567,-282.7,-33.0,-182.0,-112.0,282.7,33.0,182.0,112.0
