slab_id,b,h,d,E,nu,rho,sdl,ll,llred,mesh,angle,sx1,sy1,sx2,sy2,sx3,sy3,sx4,sy4,dl_load,sdl_load,ll_load,llred_load,dl_reaction,sdl_reaction,ll_reaction,llred_reaction
slab_017,5924,12867,250,29909,0.2,2521,-0.8,-4.14,-2.24,1000,45,1184,2573,4739,2573,1184,10293,4739,10293,-471.292,-60.996,-315.608,-170.704,471.291,60.996,315.608,170.704
slab_018,4222,13001,180,34202,0.21,2450,-0.71,-3.26,-2.2,1000,0,844,2600,3377,2600,844,10400,3377,10400,-237.42,-38.96,-178.94,-120.788,237.419,38.96,178.94,120.788
slab_019,5751,15107,180,29817,0.19,2557,-0.64,-4.48,-2.67,1000,45,1150,3021,4600,3021,1150,12085,4600,12085,-392.208,-55.52,-389.344,-232.0,392.208,55.52,389.344,232.0
slab_020,4110,9912,220,33095,0.18,2596,-0.63,-4.14,-2.56,500,90,822,1982,3288,1982,822,7929,3288,7929,-228.06,-25.5,-168.72,-104.0,228.06,25.5,168.72,104.0
slab_021,5340,12804,200,32010,0.18,2537,-0.5,-4.34,-1.97,750,0,1068,2560,4272,2560,1068,10243,4272,10243,-340.3,-34.256,-296.852,-134.608,340.3,34.256,296.852,134.608
slab_022,7088,13396,250,28137,0.21,2427,-0.79,-2.18,-1.23,750,90,1417,2679,5670,2679,1417,10716,5670,10716,-565.244,-74.96,-206.96,-116.68,565.243,74.96,206.96,116.68
slab_023,5796,14164,220,32194,0.21,2421,-0.95,-3.64,-1.63,750,0,1159,2832,4636,2832,1159,11331,4636,11331,-428.876,-78.008,-298.756,-133.848,428.876,78.008,298.756,133.848
slab_024,5082,9303,180,28534,0.21,2480,-0.78,-1.77,-0.88,500,0,1016,1860,4065,1860,1016,7442,4065,7442,-207.132,-37.084,-84.0,-42.0,207.132,37.084,84.0,42.0
slab_025,4215,15393,250,35976,0.21,2577,-0.92,-4.95,-2.2,1000,45,843,3078,3372,3078,843,12314,3372,12314,-410.0,-59.64,-321.28,-142.72,410.0,59.64,321.28,142.72
slab_026,6155,14962,220,30833,0.22,2592,-0.37,-3.35,-1.87,750,45,1231,2992,4924,2992,1231,11969,4924,11969,-515.28,-34.16,-308.72,-172.0,515.28,34.16,308.72,172.0
slab_027,6697,10068,220,32690,0.21,2462,-0.44,-4.91,-2.37,500,0,1339,2013,5357,2013,1339,8054,5357,8054,-358.576,-29.94,-331.5,-159.92,358.576,29.94,331.5,159.92
slab_028,7407,13447,220,30305,0.19,2474,-0.81,-4.68,-3.06,1000,45,1481,2689,5925,2689,1481,10757,5925,10757,-531.74,-80.564,-466.1,-304.7,531.74,80.564,466.1,304.7
slab_029,4639,11317,180,31061,0.21,2459,-0.74,-2.24,-1.3,1000,45,927,2263,3711,2263,927,9053,3711,9053,-227.928,-38.896,-117.6,-68.296,227.928,38.897,117.6,68.296
slab_030,5719,13366,200,28310,0.21,2415,-0.79,-3.71,-1.68,750,90,1143,2673,4575,2673,1143,10692,4575,10692,-362.316,-60.412,-283.58,-128.424,362.316,60.412,283.58,128.424
slab_031,4360,12177,250,35022,0.21,2412,-0.31,-2.45,-1.45,750,90,872,2435,3488,2435,872,9741,3488,9741,-314.16,-16.576,-130.176,-76.8,314.16,16.576,130.176,76.8
slab_032,4337,12506,180,34657,0.21,2578,-0.32,-2.31,-0.94,1000,90,867,2501,3469,2501,867,10004,3469,10004,-246.908,-17.36,-125.344,-50.96,246.908,17.36,125.344,50.96
slab_033,5123,11703,250,31178,0.19,2408,-0.89,-2.23,-1.32,1000,45,1024,2340,4098,2340,1024,9362,4098,9362,-354.072,-53.312,-133.72,-79.168,354.072,53.312,133.719,79.168
slab_034,5576,10903,250,29636,0.19,2550,-0.36,-1.86,-1.03,1000,0,1115,2180,4460,2180,1115,8722,4460,8722,-380.188,-21.864,-113.072,-62.536,380.188,21.863,113.072,62.536
slab_035,6814,13675,220,29692,0.19,2562,-0.81,-4.05,-2.22,500,0,1362,2735,5451,2735,1362,10940,5451,10940,-515.036,-75.124,-377.644,-207.24,515.036,75.124,377.644,207.24
slab_036,6145,9831,200,28213,0.21,2420,-0.94,-1.86,-1.27,750,0,1229,1966,4916,1966,1229,7864,4916,7864,-286.852,-56.864,-112.44,-76.8,286.852,56.864,112.44,76.8
slab_037,7913,15156,200,29055,0.22,2437,-0.88,-2.96,-1.88,500,0,1582,3031,6330,3031,1582,12124,6330,12124,-573.688,-105.76,-354.816,-225.928,573.688,105.76,354.816,225.928
slab_038,4298,12551,180,34403,0.19,2437,-0.94,-1.55,-0.79,500,0,859,2510,3438,2510,859,10040,3438,10040,-232.324,-50.76,-83.52,-42.784,232.323,50.76,83.52,42.784
slab_039,7609,10449,180,35763,0.19,2417,-0.87,-3.4,-1.91,750,45,1521,2089,6087,2089,1521,8359,6087,8359,-339.42,-69.3,-270.12,-151.98,339.42,69.3,270.12,151.98
slab_040,4895,10387,180,30849,0.2,2506,-0.65,-3.44,-2.32,750,90,979,2077,3916,2077,979,8309,3916,8309,-224.98,-33.12,-174.788,-118.08,224.98,33.12,174.787,118.08
slab_041,7128,10490,200,35701,0.18,2514,-0.89,-3.48,-1.87,500,45,1425,2098,5702,2098,1425,8392,5702,8392,-369.06,-66.18,-259.96,-139.98,369.06,66.18,259.96,139.98
slab_042,7345,15701,220,29889,0.18,2421,-0.92,-3.99,-1.91,500,45,1469,3140,5876,3140,1469,12560,5876,12560,-602.46,-106.644,-459.84,-220.44,602.46,106.645,459.84,220.44
slab_043,4875,15704,180,32220,0.21,2558,-0.63,-2.38,-1.43,1000,45,975,3140,3900,3140,975,12563,3900,12563,-345.72,-48.36,-182.28,-109.44,345.72,48.36,182.28,109.44
slab_044,7786,8567,250,29879,0.21,2556,-0.7,-3.58,-1.57,500,0,1557,1713,6228,1713,1557,6853,6228,6853,-418.04,-46.608,-238.6,-104.816,418.039,46.608,238.6,104.817
slab_045,7199,11615,200,29594,0.2,2487,-0.33,-3.61,-2.22,750,45,1439,2323,5759,2323,1439,9292,5759,9292,-408.0,-27.28,-301.84,-185.44,408.0,27.28,301.84,185.44
slab_046,5134,11249,180,31550,0.21,2588,-0.79,-1.86,-0.85,1000,90,1026,2249,4107,2249,1026,8999,4107,8999,-263.988,-45.68,-107.372,-49.136,263.988,45.68,107.372,49.136
slab_047,6583,9401,180,34410,0.19,2502,-0.51,-1.96,-0.81,1000,45,1316,1880,5266,1880,1316,7520,5266,7520,-273.408,-31.52,-121.28,-50.08,273.408,31.52,121.28,50.08
slab_048,7259,11449,220,35685,0.19,2536,-0.69,-3.44,-2.17,500,45,1451,2289,5807,2289,1451,9159,5807,9159,-454.8,-57.24,-285.88,-180.36,454.8,57.24,285.88,180.36
slab_049,6068,14228,180,28740,0.19,2478,-0.96,-2.66,-1.7,1000,90,1213,2845,4854,2845,1213,11382,4854,11382,-377.82,-82.8,-229.656,-146.848,377.82,82.8,229.657,146.848
slab_050,6539,12267,180,32864,0.19,2518,-0.33,-2.1,-1.04,500,0,1307,2453,5231,2453,1307,9813,5231,9813,-356.996,-26.8,-168.0,-84.0,356.995,26.8,168.0,84.0
slab_051,7813,12678,200,28199,0.18,2539,-0.72,-2.16,-1.32,750,0,1562,2535,6250,2535,1562,10142,6250,10142,-493.516,-71.076,-213.832,-130.828,493.516,71.076,213.832,130.828
slab_052,4024,12362,200,32029,0.21,2412,-0.63,-4.63,-2.72,500,45,804,2472,3219,2472,804,9889,3219,9889,-235.52,-31.4,-230.1,-135.0,235.52,31.4,230.1,135.0
slab_053,6742,9560,200,33609,0.21,2427,-0.5,-1.7,-1.18,500,0,1348,1912,5393,1912,1348,7648,5393,7648,-307.2,-32.4,-109.2,-75.6,307.2,32.4,109.2,75.6
slab_054,4194,14342,180,29452,0.22,2408,-0.62,-4.58,-2.29,1000,45,838,2868,3355,2868,838,11473,3355,11473,-255.84,-37.2,-275.416,-137.7,255.84,37.2,275.417,137.7
slab_055,7810,14494,220,28448,0.21,2489,-0.81,-3.42,-1.85,750,45,1562,2898,6248,2898,1562,11595,6248,11595,-608.292,-91.36,-387.36,-209.312,608.292,91.36,387.36,209.311
slab_056,4966,10400,250,28010,0.18,2511,-0.67,-2.91,-2.03,1000,45,993,2080,3972,2080,993,8320,3972,8320,-318.072,-34.52,-150.308,-104.792,318.072,34.52,150.308,104.792
slab_057,5376,9602,220,35524,0.18,2579,-0.62,-4.97,-3.07,1000,90,1075,1920,4300,1920,1075,7681,4300,7681,-287.312,-32.0,-256.56,-158.416,287.312,32.0,256.56,158.416
slab_058,7106,11703,200,35586,0.19,2556,-0.87,-3.43,-2.03,500,90,1421,2340,5684,2340,1421,9362,5684,9362,-417.0,-72.0,-285.0,-169.384,417.0,72.0,285.0,169.384
slab_059,4700,11949,200,28557,0.21,2438,-0.81,-2.63,-1.22,500,90,940,2389,3760,2389,940,9559,3760,9559,-269.0,-45.0,-148.0,-68.8,269.0,45.0,148.0,68.8
slab_060,5062,10349,200,34835,0.22,2518,-0.56,-2.37,-1.64,750,90,1012,2069,4049,2069,1012,8279,4049,8279,-258.876,-29.46,-124.08,-85.92,258.875,29.46,124.08,85.92
slab_061,6610,11637,220,35635,0.21,2591,-0.58,-1.95,-0.81,750,90,1322,2327,5288,2327,1322,9309,5288,9309,-430.12,-44.72,-150.0,-62.16,430.12,44.72,150.0,62.16
slab_062,4919,13553,220,34365,0.18,2550,-0.59,-3.11,-1.26,750,45,983,2710,3935,2710,983,10842,3935,10842,-366.912,-39.328,-207.368,-84.024,366.912,39.328,207.368,84.024
slab_063,6822,10745,220,29558,0.2,2448,-0.49,-3.83,-2.67,1000,0,1364,2149,5457,2149,1364,8596,5457,8596,-387.288,-35.904,-280.736,-195.62,387.288,35.904,280.736,195.62
slab_064,4785,14619,180,34420,0.21,2432,-0.41,-2.21,-1.14,1000,45,957,2923,3828,2923,957,11695,3828,11695,-300.3,-28.8,-154.5,-79.8,300.3,28.8,154.5,79.8
slab_065,7368,10638,200,30985,0.22,2547,-0.88,-3.61,-2.37,1000,0,1473,2127,5894,2127,1473,8510,5894,8510,-391.68,-68.956,-283.012,-185.812,391.68,68.956,283.012,185.812
slab_066,5191,11632,250,32267,0.21,2471,-0.99,-3.68,-1.52,750,90,1038,2326,4152,2326,1038,9305,4152,9305,-366.04,-60.0,-222.224,-91.88,366.04,60.0,222.224,91.88
slab_067,4450,13804,250,33205,0.21,2535,-1.0,-3.04,-1.85,1000,45,890,2760,3560,2760,890,11043,3560,11043,-381.9,-61.5,-186.64,-113.7,381.9,61.5,186.64,113.7
slab_068,6242,8400,180,33339,0.21,2416,-0.56,-1.5,-0.71,500,90,1248,1680,4993,1680,1248,6720,4993,6720,-223.704,-29.464,-78.644,-37.264,223.704,29.464,78.644,37.264
slab_069,6565,9787,200,31535,0.21,2521,-0.69,-4.08,-2.73,750,0,1313,1957,5252,1957,1313,7829,5252,7829,-317.92,-44.32,-262.32,-175.36,317.92,44.32,262.32,175.36
slab_070,4584,15446,200,31429,0.22,2526,-0.87,-3.67,-2.06,1000,0,916,3089,3667,3089,916,12356,3667,12356,-350.948,-61.64,-259.928,-145.928,350.948,61.64,259.928,145.928
slab_071,7512,13745,200,32802,0.21,2417,-0.72,-3.72,-2.52,1000,45,1502,2749,6009,2749,1502,10996,6009,10996,-489.568,-74.46,-384.008,-260.18,489.568,74.46,384.008,260.18
slab_072,7409,9753,220,34263,0.18,2565,-0.94,-4.86,-3.25,500,45,1481,1950,5927,1950,1481,7802,5927,7802,-399.6,-68.4,-351.436,-235.188,399.6,68.4,351.436,235.188
slab_073,5412,12788,200,35365,0.19,2446,-0.44,-1.96,-1.29,1000,45,1082,2557,4329,2557,1082,10230,4329,10230,-332.136,-30.496,-135.624,-89.224,332.136,30.496,135.623,89.224
slab_074,6779,11109,200,31462,0.18,2560,-0.7,-2.39,-0.96,500,45,1355,2221,5423,2221,1355,8887,5423,8887,-378.048,-52.92,-180.204,-72.48,378.048,52.92,180.204,72.48
slab_075,5436,11136,180,32166,0.2,2512,-0.38,-2.99,-1.99,750,45,1087,2227,4348,2227,1087,8908,4348,8908,-268.532,-22.92,-181.08,-120.54,268.531,22.92,181.08,120.54
slab_076,7893,12216,220,28636,0.19,2444,-0.58,-2.93,-1.99,1000,90,1578,2443,6314,2443,1578,9772,6314,9772,-508.552,-55.968,-282.56,-192.0,508.553,55.968,282.559,192.0
slab_077,7467,13743,180,33753,0.21,2483,-0.77,-3.14,-1.64,500,45,1493,2748,5973,2748,1493,10994,5973,10994,-450.24,-78.792,-322.492,-168.244,450.24,78.791,322.493,168.244
slab_078,4660,14815,200,31704,0.18,2538,-0.62,-4.24,-2.54,750,0,932,2963,3728,2963,932,11852,3728,11852,-343.936,-42.832,-292.784,-175.36,343.936,42.832,292.784,175.36
slab_079,6905,10541,250,29912,0.2,2504,-0.5,-2.66,-1.64,1000,0,1381,2108,5524,2108,1381,8432,5524,8432,-446.956,-36.512,-193.648,-119.436,446.956,36.512,193.648,119.436
slab_080,4323,14716,200,29062,0.19,2500,-0.31,-1.52,-0.89,750,0,864,2943,3458,2943,864,11772,3458,11772,-311.992,-19.84,-96.64,-56.64,311.992,19.84,96.64,56.64
slab_081,6625,15634,250,29433,0.19,2443,-0.92,-3.68,-1.71,750,90,1325,3126,5300,3126,1325,12507,5300,12507,-620.52,-95.2,-381.2,-176.88,620.52,95.2,381.2,176.88
slab_082,7204,9154,180,28244,0.18,2484,-0.35,-2.42,-1.52,500,0,1440,1830,5763,1830,1440,7323,5763,7323,-289.26,-22.98,-159.54,-100.32,289.26,22.98,159.54,100.32
slab_083,6545,12007,250,32995,0.21,2457,-0.39,-3.0,-2.04,750,45,1309,2401,5236,2401,1309,9605,5236,9605,-473.44,-30.56,-236.0,-160.0,473.44,30.56,236.0,160.0
slab_084,4238,10258,250,30690,0.2,2584,-0.88,-3.24,-2.18,750,0,847,2051,3390,2051,847,8206,3390,8206,-275.508,-38.4,-140.872,-94.8,275.508,38.4,140.873,94.8
slab_085,4313,13822,250,31764,0.19,2556,-0.93,-2.26,-1.54,500,0,862,2764,3450,2764,862,11057,3450,11057,-373.704,-55.4,-134.68,-91.824,373.704,55.4,134.68,91.823
slab_086,7694,15381,180,32795,0.2,2520,-0.81,-4.0,-1.82,1000,90,1538,3076,6155,3076,1538,12304,6155,12304,-526.552,-96.04,-473.344,-215.392,526.552,96.04,473.345,215.392
slab_087,6299,14454,180,32826,0.18,2575,-0.93,-2.25,-1.54,750,90,1259,2890,5039,2890,1259,11563,5039,11563,-414.048,-84.8,-204.8,-140.0,414.047,84.8,204.8,140.0
slab_088,5278,15436,200,31074,0.19,2473,-0.66,-3.31,-1.7,750,90,1055,3087,4222,3087,1055,12348,4222,12348,-395.208,-53.776,-269.628,-138.56,395.208,53.776,269.627,138.56
slab_089,7781,10359,200,33505,0.2,2584,-0.58,-2.75,-1.51,1000,45,1556,2071,6224,2071,1556,8287,6224,8287,-408.684,-46.688,-221.616,-121.7,408.685,46.688,221.616,121.7
slab_090,4324,11173,180,33884,0.2,2577,-0.95,-1.93,-0.82,1000,0,864,2234,3459,2234,864,8938,3459,8938,-219.804,-45.94,-93.28,-39.64,219.804,45.94,93.28,39.64
slab_091,4215,13485,180,29873,0.19,2405,-0.83,-4.83,-2.69,750,45,843,2697,3372,2697,843,10788,3372,10788,-241.488,-47.032,-274.456,-152.896,241.488,47.033,274.456,152.896
slab_092,7255,13315,180,34505,0.21,2497,-0.71,-4.28,-2.72,1000,0,1451,2663,5804,2663,1451,10652,5804,10652,-425.972,-68.536,-413.384,-262.792,425.972,68.536,413.384,262.792
slab_093,7917,9446,220,32847,0.19,2519,-0.8,-4.91,-2.24,1000,45,1583,1889,6333,1889,1583,7556,6333,7556,-406.656,-59.84,-367.136,-167.48,406.656,59.84,367.136,167.48
slab_094,7371,15322,180,33771,0.21,2521,-0.74,-3.86,-2.39,1000,0,1474,3064,5896,3064,1474,12257,5896,12257,-502.816,-83.376,-436.04,-270.0,502.816,83.376,436.04,270.0
slab_095,4416,11320,220,31115,0.22,2409,-0.52,-1.98,-1.06,500,90,883,2264,3532,2264,883,9056,3532,9056,-259.824,-26.08,-98.96,-53.12,259.824,26.08,98.96,53.12
slab_096,6291,9515,220,30488,0.18,2424,-0.71,-2.75,-1.83,500,90,1258,1903,5032,1903,1258,7612,5032,7612,-313.276,-42.4,-164.32,-109.596,313.276,42.4,164.32,109.596
slab_097,5043,9511,180,28340,0.22,2482,-0.63,-3.05,-1.26,500,90,1008,1902,4034,1902,1008,7608,4034,7608,-210.0,-29.92,-146.48,-60.4,210.0,29.92,146.48,60.4
slab_098,4726,14600,180,35860,0.21,2575,-0.57,-3.82,-1.87,500,45,945,2920,3780,2920,945,11680,3780,11680,-313.432,-39.6,-263.968,-129.496,313.432,39.6,263.968,129.497
slab_099,4940,14193,180,31414,0.19,2556,-0.33,-2.44,-1.66,500,0,988,2838,3952,2838,988,11354,3952,11354,-316.8,-22.8,-171.6,-116.4,316.8,22.8,171.6,116.4
slab_100,5716,8345,180,33734,0.22,2576,-0.54,-4.7,-2.7,1000,90,1143,1669,4572,1669,1143,6676,4572,6676,-216.92,-25.76,-224.24,-128.8,216.92,25.76,224.24,128.8
slab_101,5879,11558,250,29809,0.21,2539,-0.71,-3.65,-1.71,500,90,1175,2311,4703,2311,1175,9246,4703,9246,-422.912,-48.096,-247.744,-115.872,422.912,48.096,247.744,115.872
slab_102,6224,8509,200,31514,0.19,2515,-0.68,-2.58,-1.66,1000,0,1244,1701,4979,1701,1244,6807,4979,6807,-261.344,-36.0,-136.64,-88.0,261.345,36.0,136.641,88.0
slab_103,4665,9315,200,34164,0.22,2519,-0.81,-2.62,-1.75,750,45,933,1863,3732,1863,933,7452,3732,7452,-214.816,-35.232,-113.84,-76.128,214.816,35.232,113.84,76.128
slab_104,7542,12656,180,34357,0.21,2509,-0.39,-4.68,-2.73,750,45,1508,2531,6033,2531,1508,10124,6033,10124,-422.788,-37.416,-446.704,-260.644,422.788,37.416,446.704,260.644
slab_105,5334,12210,200,32751,0.2,2477,-0.92,-1.56,-0.64,500,45,1066,2442,4267,2442,1066,9768,4267,9768,-316.3,-59.7,-101.7,-42.0,316.3,59.7,101.7,42.0
slab_106,6724,11202,200,32895,0.21,2485,-0.79,-3.91,-1.84,750,0,1344,2240,5379,2240,1344,8961,5379,8961,-367.2,-59.4,-294.568,-138.6,367.2,59.4,294.567,138.6
slab_107,6692,15717,220,31218,0.18,2473,-0.73,-4.28,-2.26,1000,0,1338,3143,5353,3143,1338,12573,5353,12573,-561.264,-76.688,-450.112,-237.756,561.264,76.688,450.112,237.756
slab_108,7453,9163,220,31484,0.21,2438,-0.87,-3.94,-2.07,500,0,1490,1832,5962,1832,1490,7330,5962,7330,-359.392,-59.436,-269.18,-141.616,359.392,59.436,269.18,141.616
slab_109,4115,9462,250,29152,0.21,2418,-0.42,-4.91,-3.09,500,45,823,1892,3292,1892,823,7569,3292,7569,-230.884,-16.4,-191.28,-120.08,230.884,16.4,191.28,120.08
slab_110,4768,11727,200,30166,0.19,2483,-0.98,-4.41,-2.66,1000,0,953,2345,3814,2345,953,9381,3814,9381,-272.416,-54.852,-246.596,-148.756,272.416,54.852,246.595,148.757
slab_111,5247,11345,250,29360,0.2,2479,-0.81,-3.01,-1.92,500,0,1049,2269,4197,2269,1049,9076,4197,9076,-361.652,-47.832,-179.488,-114.392,361.652,47.832,179.488,114.392
slab_112,4932,13138,200,28570,0.18,2590,-0.7,-2.79,-1.21,750,90,986,2627,3945,2627,986,10510,3945,10510,-329.144,-45.456,-180.832,-78.352,329.144,45.456,180.833,78.352
slab_113,5912,9899,180,32870,0.19,2558,-0.94,-4.09,-2.35,500,0,1182,1979,4729,1979,1182,7919,4729,7919,-264.32,-55.36,-239.084,-137.748,264.32,55.36,239.084,137.748
slab_114,4698,10870,200,30991,0.2,2456,-0.93,-4.6,-1.99,1000,90,939,2174,3758,2174,939,8696,3758,8696,-246.096,-47.492,-234.904,-101.684,246.096,47.492,234.904,101.685
slab_115,6373,9190,180,33142,0.21,2433,-0.67,-4.25,-2.74,750,45,1274,1838,5098,1838,1274,7352,5098,7352,-251.648,-39.28,-248.984,-160.472,251.648,39.28,248.985,160.472
slab_116,4095,10963,200,34499,0.2,2477,-0.33,-3.13,-2.04,1000,0,819,2192,3276,2192,819,8770,3276,8770,-218.14,-14.7,-140.44,-91.62,218.14,14.7,140.44,91.62
slab_117,5670,14389,250,31183,0.19,2582,-0.68,-1.94,-1.0,750,45,1134,2877,4536,2877,1134,11511,4536,11511,-516.72,-55.28,-158.16,-81.44,516.72,55.28,158.16,81.44
slab_118,6188,15932,200,28561,0.19,2467,-0.66,-2.95,-1.92,750,0,1237,3186,4950,3186,1237,12745,4950,12745,-477.284,-65.0,-290.924,-189.112,477.284,65.0,290.924,189.112
slab_119,4019,13052,220,35977,0.22,2561,-0.68,-4.53,-2.82,750,45,803,2610,3215,2610,803,10441,3215,10441,-289.896,-35.808,-237.664,-148.064,289.895,35.808,237.664,148.064
slab_120,7597,11301,200,30424,0.22,2468,-0.43,-3.15,-1.98,1000,90,1519,2260,6077,2260,1519,9040,6077,9040,-415.752,-36.98,-270.42,-169.94,415.751,36.98,270.42,169.94
slab_121,6674,11353,250,34810,0.21,2411,-0.3,-1.61,-1.1,500,45,1334,2270,5339,2270,1334,9082,5339,9082,-448.14,-22.44,-121.68,-83.888,448.14,22.44,121.68,83.888
slab_122,6011,15102,200,30839,0.19,2431,-0.92,-3.18,-1.27,1000,0,1202,3020,4808,3020,1202,12081,4808,12081,-433.008,-83.496,-288.576,-115.2,433.008,83.496,288.576,115.2
slab_123,4845,11442,250,31662,0.22,2570,-0.41,-3.15,-1.9,750,90,969,2288,3876,2288,969,9153,3876,9153,-349.388,-22.688,-174.612,-105.364,349.388,22.688,174.612,105.364
slab_124,7031,15500,180,28391,0.2,2571,-0.8,-4.9,-3.29,500,45,1406,3100,5624,3100,1406,12400,5624,12400,-494.712,-87.576,-533.7,-359.092,494.712,87.577,533.7,359.091
slab_125,7771,14069,200,35404,0.21,2582,-0.81,-4.32,-2.36,1000,0,1554,2813,6216,2813,1554,11255,6216,11255,-553.956,-88.62,-472.416,-258.0,553.956,88.62,472.416,258.0
slab_126,5688,11161,200,29983,0.2,2515,-0.64,-4.51,-1.88,1000,45,1137,2232,4550,2232,1137,8928,4550,8928,-313.236,-40.736,-286.304,-119.416,313.236,40.736,286.304,119.416
slab_127,7186,8558,220,34355,0.18,2490,-0.47,-4.18,-1.85,500,90,1437,1711,5748,1711,1437,6846,5748,6846,-330.24,-28.68,-257.16,-113.632,330.239,28.68,257.16,113.632
slab_128,6877,11002,220,32940,0.2,2536,-0.86,-1.71,-0.95,500,45,1375,2200,5501,2200,1375,8801,5501,8801,-414.24,-64.496,-128.88,-71.64,414.24,64.496,128.88,71.64
slab_129,5881,9747,180,30470,0.19,2507,-0.67,-2.03,-0.83,500,45,1176,1949,4704,1949,1176,7797,4704,7797,-253.852,-38.4,-116.32,-48.0,253.852,38.4,116.32,48.0
slab_130,5652,11873,250,33108,0.2,2409,-0.54,-1.77,-1.03,750,0,1130,2374,4521,2374,1130,9498,4521,9498,-396.648,-36.04,-118.768,-69.088,396.648,36.04,118.768,69.088
slab_131,5663,13590,250,32814,0.19,2477,-0.31,-3.98,-2.47,1000,90,1132,2718,4530,2718,1132,10872,4530,10872,-467.52,-24.0,-306.36,-190.08,467.52,24.0,306.36,190.08
slab_132,4146,10110,220,30991,0.21,2530,-0.52,-2.72,-1.1,1000,0,829,2022,3316,2022,829,8088,3316,8088,-228.936,-21.804,-114.044,-46.2,228.936,21.804,114.043,46.2
slab_133,7253,15244,180,34208,0.22,2571,-0.55,-3.89,-2.21,500,0,1450,3048,5802,3048,1450,12195,5802,12195,-501.728,-60.84,-429.884,-244.5,501.728,60.84,429.883,244.5
slab_134,4892,14790,220,33697,0.21,2431,-0.85,-3.16,-2.12,500,45,978,2958,3913,2958,978,11832,3913,11832,-379.44,-61.2,-228.84,-153.6,379.44,61.2,228.84,153.6
